absolute_error,district,reg,start_date
13.69836067,Keonjhar,Regressors_Excluded,2004-4
10.00398761,Kandhamal,Regressors_Excluded,2004-4
90.72877656,Kendrapara,Regressors_Excluded,2004-4
35.41947787,Khurda,Regressors_Excluded,2004-4
1.34042771,Mayurbhanj,Regressors_Excluded,2004-4
48.80499513,Malkangiri,Regressors_Excluded,2004-4
5.275254225,Nuapara,Regressors_Excluded,2004-4
22.00256889,Nawarangpur,Regressors_Excluded,2004-4
0.655905998,Nayagarh,Regressors_Excluded,2004-4
19.76471455,Puri,Regressors_Excluded,2004-4
5.445823305,Rayagada,Regressors_Excluded,2004-4
30.14768656,Sambalpur,Regressors_Excluded,2004-4
35.14655679,Sonepur,Regressors_Excluded,2004-4
15.58345378,Sundargarh,Regressors_Excluded,2004-4
41.47017242,Angul,Regressors_Excluded,2004-5
14.42080749,Balasore,Regressors_Excluded,2004-5
14.89113139,Bhadrak,Regressors_Excluded,2004-5
0.286134589,Bolangir,Regressors_Excluded,2004-5
45.54564939,Baragarh,Regressors_Excluded,2004-5
97.06577528,Boudh,Regressors_Excluded,2004-5
18.95515709,Cuttack,Regressors_Excluded,2004-5
0.523262095,Dhenkanal,Regressors_Excluded,2004-5
16.70803028,Deogarh,Regressors_Excluded,2004-5
25.27539154,Ganjam,Regressors_Excluded,2004-5
5.50943784,Gajapati,Regressors_Excluded,2004-5
52.97389187,Jagatsingpur,Regressors_Excluded,2004-5
22.38685345,Jajpur,Regressors_Excluded,2004-5
8.042630492,Jharsuguda,Regressors_Excluded,2004-5
15.7543836,Kalahandi,Regressors_Excluded,2004-5
23.1508984,Koaraput,Regressors_Excluded,2004-5
11.90872759,Keonjhar,Regressors_Excluded,2004-5
16.62646816,Kandhamal,Regressors_Excluded,2004-5
468.7408032,Kendrapara,Regressors_Excluded,2004-5
18.28467219,Khurda,Regressors_Excluded,2004-5
1.529664938,Mayurbhanj,Regressors_Excluded,2004-5
106.8957489,Malkangiri,Regressors_Excluded,2004-5
43.08105863,Nuapara,Regressors_Excluded,2004-5
34.20962576,Nawarangpur,Regressors_Excluded,2004-5
9.897052891,Nayagarh,Regressors_Excluded,2004-5
31.79612486,Puri,Regressors_Excluded,2004-5
42.06969122,Rayagada,Regressors_Excluded,2004-5
4.922646504,Sambalpur,Regressors_Excluded,2004-5
