Angul,Balasore,Bhadrak,Bolangir,Baragarh,Boudh,Cuttack,Dhenkanal,Deogarh,Ganjam,Gajapati,Jagatsingpur,Jajpur,Jharsuguda,Kalahandi,Koaraput,Keonjhar,Kandhamal,Kendrapara,Khurda,Mayurbhanj,Malkangiri,Nuapara,Nawarangpur,Nayagarh,Puri,Rayagada,Sambalpur,Sonepur,Sundargarh
10.57350158,2.064491376,21.97229897,11.15650779,7.400809075,1.346801318,26.59920408,19.25510749,31.69391189,9.85534421,14.36648129,100.8443493,29.61852407,24.35342135,10.37138159,38.62238933,3.302581212,8.402666958,96.56892057,52.52030049,2.232054284,10.51377337,19.25583602,24.5920978,32.03830054,7.551598574,2.673307391,33.05348805,30.6875696,12.69211495
0.619377088,55.46078184,51.87869657,13.68106927,11.81249981,166.4477602,14.36315433,37.19772317,8.890080917,22.16595193,1.152311067,53.7041868,8.894362343,6.845838217,1.345058026,0.547084932,5.248566226,21.21812105,125.779647,28.45671195,12.43997157,1.055259221,11.86656884,81.32923406,11.82093989,260.7190468,12.81641446,46.8057495,31.44683912,10.84091913
2.86310575,6.420414438,12.46488301,22.20134611,68.04095605,53.88798813,54.1893869,9.920211553,21.93891418,7.447221232,13.4713595,24.75963619,5.313881521,56.39117967,3.205526104,25.93274997,13.87776978,31.80940855,98.80645679,34.2781059,7.667455697,41.6144936,13.25497594,23.35986903,38.13387056,65.66434113,6.74831812,28.6763091,8.016869744,25.8310614
39.49129825,39.25403804,18.79758656,23.25502487,0.125815108,53.46464013,9.268523908,28.43672348,32.13437004,7.820529788,3.58229839,18.27374506,58.47076462,19.93004764,9.400869638,1.49307337,5.497151185,12.95673437,36.09640893,37.34748796,21.31891681,18.79084691,32.75499054,4.878627684,4.777078356,3.869992479,21.80164345,4.245362663,49.86574812,23.84839996
50.20375137,4.610540351,24.52411153,29.97028229,46.9473051,14.20237092,24.92162036,16.75760581,27.8214138,4.011243452,17.49812088,6.883577068,19.34398654,45.17696896,19.34309494,13.89246893,24.25862042,26.32203561,26.39082032,12.0700564,19.12790142,17.91229305,17.93955779,34.18077824,29.75501656,94.51836193,37.45724057,26.05398877,16.73105269,25.96848463
14.86362161,42.66843046,10.14089324,67.01789531,21.62068854,21.26167464,53.96848852,38.86580766,5.251783282,11.15443389,11.6684079,47.70758447,70.9217507,59.02172337,13.33754232,16.94789799,5.816757937,22.24197065,95.15468829,7.871142329,116.7775862,3.026741973,1.800031544,36.91638545,28.66683219,23.183575,9.12804926,3.688323143,27.44542994,19.79000755
65.15981034,69.06063247,41.14782338,38.92620758,27.63731988,0.046053219,16.05023263,65.94055846,27.2126519,21.07179208,13.75175058,17.03622211,43.8697318,48.69661242,6.456201831,20.72136757,57.46449847,20.39456717,96.47634826,54.93011325,1.101826387,40.54009719,14.35266327,39.23421033,34.26657441,43.1694782,62.35508463,28.65930313,14.67497519,37.2030645
4.516736519,52.32143641,17.03766342,56.77180385,37.21134472,29.75924526,11.31054985,48.38353397,17.4843136,17.57373211,4.391682838,21.93932696,23.3553436,25.10232313,18.29891959,16.89740078,17.98010864,2.468034981,88.91290855,47.99446042,21.89283056,8.372448234,8.668173799,46.25869577,62.79057194,44.9044036,1.60023864,35.57718562,6.515227601,32.88650255
17.99905738,4.12423038,8.476440312,27.19363593,78.39109153,51.34732393,12.57703311,80.39480577,18.43595539,25.71734636,9.668012702,39.5743308,11.23732252,0.155112815,38.39607824,51.68094522,3.468072123,17.86892592,41.14181951,72.87996051,30.88780802,6.628048762,31.95033912,12.73472479,74.68807404,19.34954376,36.52634093,25.43246633,16.37774445,10.81030001
47.93159719,101.9700273,10.80110592,56.7840177,86.27543168,85.57116607,33.23445214,404.777163,16.6308407,30.49602979,36.39980019,59.55799426,24.50980392,144.0328264,28.88092074,2.573577055,16.87399557,9.241256314,276.8975095,39.28693687,363.5623476,35.1338382,15.16380675,19.40769978,13.94157402,34.88570985,48.18726656,18.31242178,17.45404698,0.466620687
