dist,phc,yr,mnth,totfever,bsc,bse,totsp,sppf,sppv,totrt,death,totact,totinj,outbreak,totrefer,totrdt,rdtpos_pf,rdtpos_pv
Baragarh,Barapalli,2006,May,,213,213,4,,,4,,,,,,,,
Balasore,Pratappur,2006,October,,859,859,13,13,,13,,,,,,,,
Balasore,Iswarpur,2006,July,,557,557,35,35,,35,,,,,,,,
Dhenkanal,Parjang,2006,May,,346,346,4,4,,4,,,,,,,,
Bolangir,Chudapali,2006,August,,1405,1405,205,58,,205,,,,,,,,
Bolangir,Ghasian,2006,February,,1302,1302,108,89,,99,,,,,,,,
Bolangir,Tureikella,2006,July,,3665,3665,255,198,,242,,,,,,,,
Cuttack,Niali,2006,December,,824,824,2,,,2,,,,,,,,
Baragarh,Padmapur Hospital,2006,May,,195,195,20,10,,19,,,,,,,,
Balasore,Remuna,2006,February,,576,576,10,5,,10,,,,,,,,
Angul,Kaniha,2006,October,,1451,1451,169,135,,169,,,,,,,,
Angul,Banarpal,2006,December,,1194,1194,336,317,,336,,,,,,,,
Baragarh,Pahadsirigida,2006,January,,698,698,34,4,,34,,,,,,,,
Bhadrak,Tihidi,2006,April,,1263,1263,3,2,,3,,,,,,,,
Dhenkanal,Odapada,2006,November,,552,552,54,54,,54,,,,,,,,
Bolangir,Sindheikela,2006,July,,2283,2283,75,19,,75,,,,,,,,
Cuttack,Mahanga,2006,December,,528,528,16,1,,16,,,,,,,,
Baragarh,Bhattli,2006,February,,208,208,4,1,,4,,,,,,,,
Cuttack,Cuttack Municipality Corporation,2006,September,,1429,1429,16,10,,16,,,,,,,,
Cuttack,Mahidharpara,2006,February,,226,226,3,3,,3,,,,,,,,
Baragarh,Baragarh Hospital,2006,September,,637,637,28,11,,28,,,,,,,,
Baragarh,Agalpur,2006,April,,817,817,2,1,,2,,,,,,,,
Baragarh,Bhattli,2006,November,,825,825,11,9,,11,,,,,,,,
Baragarh,Barapalli,2006,June,,114,114,4,2,,4,,,,,,,,
Cuttack,Adaspur,2006,December,,659,659,7,3,,7,,,,,,,,
Baragarh,Bhattli,2006,April,,274,274,4,4,,4,,,,,,,,
Cuttack,Bentaka,2006,October,,1957,1957,,,,,,,,,,,,
Deogarh,Bamparda,2006,November,,1258,1258,50,46,,50,,,,,,,,
Baragarh,Jamala,2006,July,,865,865,12,12,,12,,,,,,,,
Balasore,Berhampur(Balasore),2006,July,,1963,1963,10,10,,10,,,,,,,,
Angul,Koshala,2006,January,,1665,1665,116,111,,116,,,,,,,,
Bolangir,Khaprakhol,2006,February,,697,692,38,35,,38,,,,,,,,
Baragarh,Talpalli,2006,April,,199,199,15,14,,15,,,,,,,,
Dhenkanal,Beltikir,2006,February,,1040,1040,57,57,,57,,,,,,,,
Angul,Godibandha,2006,May,,1103,1103,96,44,,96,,,,,,,,
Bhadrak,Bhandaripokhari,2006,March,,1206,1206,124,122,,124,,,,,,,,
Baragarh, Dova,2006,August,,572,572,18,4,,18,,,,,,,,
Dhenkanal,Mathakargola,2006,September,,1174,1174,112,75,,112,,,,,,,,
Cuttack,Adaspur,2006,October,,800,800,6,5,,6,,,,,,,,
Balasore,Rupsa,2006,March,,755,755,4,2,,4,,,,,,,,
Cuttack,Berhampur(Cuttack),2006,November,,826,826,23,,,23,,,,,,,,
Bolangir,Belpara,2006,March,,659,659,29,26,,29,,,,,,,,
Bolangir,Muribahal,2006,September,,810,810,60,39,,60,,,,,,,,
Bolangir,Muribahal,2006,November,,715,715,54,29,,54,,,,,,,,
Bhadrak,Chandabali,2006,May,,858,858,5,1,,5,,,,,,,,
Bhadrak,Barpada,2006,August,,1502,1502,,,,,,,,,,,,
Bolangir,Jamugaon,2006,August,,1580,1580,88,36,,87,,,,,,,,
Dhenkanal,Parjang,2006,February,,497,497,5,5,,5,,,,,,,,
Angul,Bantala,2006,November,,2665,2665,233,207,,233,,,,,,,,
Bolangir,Sindheikela,2006,January,,710,710,22,,,22,,,,,,,,
Bolangir,Deogaon,2006,June,,1871,1871,239,271,,219,,,,,,,,
Balasore,Jaleswapur,2006,September,,710,710,1,,,1,,,,,,,,
Baragarh,Katapali,2006,April,,617,617,7,3,,7,,,,,,,,
Boudh,Aderigarh,2006,August,,1536,1536,82,78,,82,,,,,,,,
Cuttack,Nischantkoili,2006,March,,966,966,2,1,,2,,,,,,,,
Balasore,Balasore Town,2006,April,,357,357,31,30,,31,,,,,,,,
Cuttack,Dampora,2006,January,,305,305,12,7,,12,,,,,,,,
Angul,Khamar,2006,February,,1585,1585,122,121,,122,,,,,,,,
Bhadrak,Bhandaripokhari,2006,July,,2218,2218,4,,,4,,,,,,,,
Baragarh,Katapali,2006,November,,757,757,13,9,,13,,,,,,,,
Dhenkanal,Odapada,2006,January,,437,437,59,59,,59,,,,,,,,
Baragarh, Dova,2006,November,,476,476,16,4,,16,,,,,,,,
Baragarh,Bheden,2006,February,,647,647,23,17,,23,,,,,,,,
Cuttack,Bindharima,2006,May,,129,129,,,,,,,,,,,,
Cuttack,Maniabandha,2006,June,,866,866,17,2,,17,,,,,,,,
Balasore,Gopalpur,2006,August,,442,442,4,,,4,,,,,,,,
Cuttack,Adaspur,2006,July,,910,910,5,1,,5,,,,,,,,
Deogarh,Chhatabar,2006,December,,2096,2096,182,176,,182,,,,,,,,
Bolangir,Tureikella,2006,March,,1151,1151,93,62,,93,,,,,,,,
Bolangir,Deogaon,2006,April,,605,605,92,77,,92,,,,,,,,
Angul,R.K.Nagar,2006,December,,1405,1405,147,144,,147,,,,,,,,
Baragarh,Talpalli,2006,June,,257,257,8,8,,8,,,,,,,,
Baragarh,Barapalli,2006,September,,256,256,2,,,2,,,,,,,,
Balasore,Pratappur,2006,February,,375,375,4,,,4,,,,,,,,
Angul,R.K.Nagar,2006,June,,641,641,70,68,,70,1,,,,,,,
Cuttack,Salepur,2006,January,,1228,1228,3,,,3,,,,,,,,
Dhenkanal,Aimalberni,2006,November,,1240,1240,113,113,,112,,,,,,,,
Balasore,Simulia,2006,June,,1095,1095,2,2,,2,,,,,,,,
Boudh,Aderigarh,2006,July,,1464,1464,87,83,,87,1,,,,,,,
Angul,Khamar,2006,April,,1748,1748,142,131,,142,,,,,,,,
Cuttack,Adaspur,2006,February,,508,508,2,1,,2,,,,,,,,
Bhadrak,Bhadrak Town,2006,July,,797,797,39,25,,39,,,,,,,,
Dhenkanal,Parjang,2006,July,,555,555,15,15,,15,,,,,,,,
Baragarh,Baragarh Hospital,2006,December,,312,312,30,18,,30,,,,,,,,
Balasore,Hatigarh,2006,April,,647,647,3,,,3,,,,,,,,
Cuttack,Berhampur(Cuttack),2006,December,,912,912,15,,,15,,,,,,,,
Deogarh,Chhatabar,2006,January,,1046,1046,91,68,,76,1,,,,,,,
Dhenkanal,Khajuriakata,2006,February,,1798,1798,386,162,,385,,,,,,,,
Balasore,Balasore Town,2006,September,,634,634,8,5,,8,,,,,,,,
Balasore,Jaleswapur,2006,October,,1833,1833,5,,,5,,,,,,,,
Cuttack,Bentaka,2006,December,,964,964,1,,,1,,,,,,,,
Boudh,Baunsuni,2006,October,,1279,1279,84,76,,84,,,,,,,,
Cuttack,Dampora,2006,March,,470,470,35,27,,35,,,,,,,,
Baragarh,Agalpur,2006,March,,922,922,1,1,,1,,,,,,,,
Dhenkanal,Mathakargola,2006,November,,1048,1048,128,79,,128,,,,,,,,
Baragarh,Agalpur,2006,January,,650,650,1,1,,1,,,,,,,,
Cuttack,Mahanga,2006,February,,545,545,10,2,,10,,,,,,,,
Dhenkanal,Khajuriakata,2006,August,,2941,2941,723,434,,721,,,,,,,,
Balasore,Simulia,2006,April,,350,350,1,,,1,,,,,,,,
Dhenkanal,Sriramchandrapur,2006,September,,988,988,90,72,,90,,,,,,,,
Baragarh,Bukramunda,2006,June,,896,896,42,42,,42,,,,,,,,
Angul,Banarpal,2006,May,,872,872,110,108,,110,,,,,,,,
Bhadrak,Tihidi,2006,May,,1113,1113,3,,,3,,,,,,,,
Deogarh,Bamparda,2006,September,,680,680,43,41,,43,,,,,,,,
Bolangir,Khaprakhol,2006,March,,1000,1000,66,56,,66,,,,,,,,
Boudh,Aderigarh,2006,November,,1012,1012,67,65,,67,,,,,,,,
Baragarh,Padmapur Hospital,2006,,,,,,,,,,,,,,,,
Baragarh,Katapali,2006,March,,855,855,10,6,,10,,,,,,,,
Dhenkanal,Khajuriakata,2006,June,,1922,1922,393,224,,393,,,,,,,,
Angul,Bantala,2006,March,,1473,1473,236,215,,236,,,,,,,,
Angul,Banarpal,2006,April,,823,823,89,84,,89,,,,,,,,
Cuttack,Mahanga,2006,May,,1058,1058,8,3,,8,,,,,,,,
Dhenkanal,Birasal,2006,January,,557,557,39,30,,39,,,,,,,,
Bolangir,Kholen,2006,August,,1310,1310,43,12,,32,,,,,,,,
Bolangir,Sindheikela,2006,February,,577,577,21,1,,21,,,,,,,,
Cuttack,Niali,2006,November,,871,871,1,1,,1,,,,,,,,
Boudh,Manamunda,2006,June,,1152,1152,105,85,,105,,,,,,,,
Balasore,Jaleswapur,2006,May,,977,977,7,4,,7,,,,,,,,
Cuttack,Nischantkoili,2006,December,,981,981,2,,,2,,,,,,,,
Dhenkanal,Beltikir,2006,May,,845,845,56,56,,56,,,,,,,,
Bolangir,Ghasian,2006,June,,1460,1460,76,60,,73,,,,,,,,
Angul,Kaniha,2006,April,,1050,1050,72,47,,72,,,,,,,,
Bhadrak,Dhamnagar,2006,February,,857,857,4,3,,4,,,,,,,,
Deogarh,Bamparda,2006,May,,600,600,71,65,,32,,,,,,,,
Baragarh,Bhukta,2006,February,,381,381,4,4,,4,,,,,,,,
Bhadrak,Tihidi,2006,August,,1839,1839,5,1,,5,,,,,,,,
Balasore,Iswarpur,2006,December,,850,850,27,27,,27,,,,,,,,
Baragarh,Bhukta,2006,December,,444,444,3,3,,3,,,,,,,,
Dhenkanal,Odapada,2006,May,,585,585,64,64,,64,,,,,,,,
Deogarh,Chhatabar,2006,March,,1455,1455,110,87,,110,,,,,,,,
Bolangir,Gudvella,2006,October,,871,871,76,46,,76,,,,,,,,
Angul,Koshala,2006,October,,2011,2011,157,149,,157,,,,,,,,
Bhadrak,Tihidi,2006,October,,2035,2035,6,,,5,,,,,,,,
Bolangir,Ghasian,2006,December,,1798,1798,238,198,,238,,,,,,,,
Baragarh,Jamala,2006,August,,655,655,4,3,,4,,,,,,,,
Baragarh,Talpalli,2006,September,,768,768,33,26,,33,,,,,,,,
Baragarh,Baragarh Hospital,2006,March,,298,298,3,1,,3,,,,,,,,
Baragarh,Katapali,2006,May,,1238,1238,7,4,,7,,,,,,,,
Baragarh,Katapali,2006,February,,867,867,9,3,,9,,,,,,,,
Balasore,Rupsa,2006,September,,1119,1119,,,,,,,,,,,,
Balasore,Balasore Town,2006,August,,505,505,18,16,,18,,,,,,,,
Baragarh,Sohella,2006,August,,1659,1659,39,39,,39,,,,,,,,
Angul,Godibandha,2006,February,,878,87,124,30,,124,,,,,,,,
Bolangir,Khaprakhol,2006,July,,2264,2264,135,114,,135,,,,,,,,
Cuttack,Adaspur,2006,November,,845,845,1,1,,1,,,,,,,,
Bolangir,Chudapali,2006,June,,528,528,65,12,,61,,,,,,,,
Cuttack,Kanpur,2006,April,,780,780,29,29,,29,,,,,,,,
Baragarh,Katapali,2006,October,,1369,1369,15,9,,15,,,,,,,,
Cuttack,Nischantkoili,2006,May,,890,890,2,,,2,,,,,,,,
Baragarh,Barapalli,2006,July,,204,204,10,6,,10,,,,,,,,
Baragarh,Katapali,2006,July,,1680,1680,16,9,,16,,,,,,,,
Bolangir,Muribahal,2006,February,,538,538,49,14,,47,,,,,,,,
Baragarh,Jamala,2006,February,,398,398,6,4,,6,,,,,,,,
Balasore,Gopalpur,2006,July,,651,651,28,,,28,,,,,,,,
Angul,Koshala,2006,November,,1700,1700,170,162,,170,,,,,,,,
Balasore,Basta,2006,August,,722,722,26,24,,26,,,,,,,,
Bolangir,Deogaon,2006,January,,470,470,38,34,,32,,,,,,,,
Dhenkanal,Birasal,2006,October,,1556,1556,97,83,,97,,,,,,,,
Deogarh,Bamparda,2006,January,,732,732,119,98,,52,,,,,,,,
Balasore,Jaleswapur,2006,March,,1170,1170,9,2,,2,,,,,,,,
Balasore,Hatigarh,2006,December,,947,947,4,,,4,,,,,,,,
Bhadrak,Bhadrak Town,2006,December,,740,740,24,11,,24,24,,,,,,,
Dhenkanal,Khajuriakata,2006,January,,1473,1473,260,109,,260,,,,,,,,
Baragarh, Dova,2006,December,,610,610,17,5,,17,,,,,,,,
Baragarh,Padmapur Hospital,2006,February,,198,198,5,2,,5,,,,,,,,
Angul,Khamar,2006,August,,2703,2703,196,184,,196,,,,,,,,
Balasore,Berhampur(Balasore),2006,March,,1267,1267,14,14,,14,,,,,,,,
Bolangir,Belpara,2006,April,,511,511,24,22,,24,,,,,,,,
Cuttack,Maniabandha,2006,July,,1760,1760,21,11,,21,,,,,,,,
Baragarh,Bijepur,2006,December,,481,481,1,,,1,,,,,,,,
Baragarh,Bhukta,2006,August,,1185,1185,32,32,,32,,,,,,,,
Baragarh,Barapalli,2006,November,,89,89,,,,,,,,,,,,
Baragarh,Barapalli,2006,March,,129,129,1,,,1,,,,,,,,
Cuttack,Dampora,2006,April,,475,475,13,5,,13,,,,,,,,
Balasore,Khaira,2006,July,,2121,2121,16,10,,15,,,,,,,,
Bolangir,Chudapali,2006,October,,682,682,109,18,,85,,,,,,,,
Balasore,J.K.B Jaleswar,2006,August,,47,47,2,2,,2,,,,,,,,
Cuttack,Niali,2006,February,,381,381,,,,,,,,,,,,
Cuttack,Adaspur,2006,April,,538,538,,,,,,,,,,,,
Baragarh,Bheden,2006,October,,760,760,43,34,,43,,,,,,,,
Bhadrak,Chandabali,2006,September,,1408,1408,4,1,,4,,,,,,,,
Balasore,Basta,2006,October,,1252,1252,62,46,,62,,,,,,,,
Bhadrak,Tihidi,2006,June,,1838,1838,3,1,,3,,,,,,,,
Cuttack,Dampora,2006,June,,1047,1047,54,41,,54,,,,,,,,
Bhadrak,Barpada,2006,June,,1174,1174,2,,,2,,,,,,,,
Bolangir,Khaprakhol,2006,September,,1503,1503,69,67,,69,,,,,,,,
Deogarh,Chhatabar,2006,May,,1319,1319,124,96,,113,,,,,,,,
Angul,Bantala,2006,September,,1981,1981,200,167,,200,,,,,,,,
Cuttack,Bentaka,2006,June,,721,721,,,,,,,,,,,,
Cuttack,Cuttack Municipality Corporation,2006,August,,1971,1971,32,22,,32,,,,,,,,
Baragarh,Katapali,2006,January,,583,583,5,2,,5,,,,,,,,
Cuttack,Berhampur(Cuttack),2006,April,,515,515,20,,,20,,,,,,,,
Angul,Banarpal,2006,November,,1793,1793,430,387,,430,,,,,,,,
Dhenkanal,Sriramchandrapur,2006,July,,2355,2355,192,158,,192,,,,,,,,
Dhenkanal,Mathakargola,2006,April,,787,787,90,63,,90,,,,,,,,
Dhenkanal,Sriramchandrapur,2006,November,,1159,1159,102,84,,102,,,,,,,,
Bolangir,Belpara,2006,September,,1357,1357,43,43,,43,,,,,,,,
Cuttack,Subarnapur,2006,July,,1848,1848,25,1,,25,,,,,,,,
Cuttack,Nischantkoili,2006,June,,935,935,10,,,10,,,,,,,,
Cuttack,Cuttack Municipality Corporation,2006,December,,2480,2480,73,55,,73,,,,,,,,
Baragarh, Dova,2006,February,,179,179,8,2,,8,,,,,,,,
Boudh,Manamunda,2006,January,,566,566,65,11,,65,,,,,,,,
Cuttack,Salepur,2006,April,,1144,1144,2,,,2,,,,,,,,
Balasore,Pratappur,2006,January,,364,364,5,,,5,,,,,,,,
Baragarh,Barapalli,2006,August,,257,257,8,4,,8,,,,,,,,
Bolangir,Jamugaon,2006,July,,2166,2166,123,63,,118,,,,,,,,
Cuttack,Cuttack Municipality Corporation,2006,May,,670,670,30,25,,30,,,,,,,,
Bolangir,Kholen,2006,February,,591,591,33,3,,20,,,,,,,,
Balasore,Gopalpur,2006,February,,930,930,6,,,6,,,,,,,,
Cuttack,Mahidharpara,2006,December,,727,727,4,1,,4,,,,,,,,
Baragarh,Sohella,2006,June,,1277,1277,35,35,,34,,,,,,,,
Balasore,Simulia,2006,January,,307,307,1,1,,1,,,,,,,,
Balasore,Berhampur(Balasore),2006,May,,1415,1415,7,7,,7,,,,,,,,
Bolangir,Loisinga,2006,July,,1828,1828,96,66,,96,,,,,,,,
Cuttack,Mahanga,2006,June,,1264,1264,4,3,,4,1,,,,,,,
Cuttack,Mahidharpara,2006,March,,162,162,2,,,2,,,,,,,,
Balasore,Simulia,2006,August,,1030,1030,11,5,,11,,,,,,,,
Bhadrak,Bhadrak Town,2006,March,,766,766,23,14,,20,,,,,,,,
Bolangir,Belpara,2006,August,,1473,1473,28,28,,28,,,,,,,,
Dhenkanal,Beltikir,2006,November,,1027,1027,39,38,,39,,,,,,,,
Baragarh,Bukramunda,2006,February,,489,489,19,19,,19,,,,,,,,
Baragarh,Bhukta,2006,October,,542,542,19,19,,19,,,,,,,,
Baragarh,Bhukta,2006,April,,369,369,6,6,,6,,,,,,,,
Cuttack,Nischantkoili,2006,September,,608,608,3,,,3,,,,,,,,
Dhenkanal,Mathakargola,2006,June,,1000,1000,108,77,,108,,,,,,,,
Cuttack,Mahanga,2006,March,,1467,1467,17,12,,17,,,,,,,,
Bhadrak,Dhamnagar,2006,January,,734,734,1,1,,1,,,,,,,,
Cuttack,Berhampur(Cuttack),2006,February,,507,507,13,,,13,,,,,,,,
Bhadrak,Barpada,2006,January,,606,606,1,,,,,,,,,,,
Bolangir,Ghasian,2006,August,,2309,2309,126,102,,121,,,,,,,,
Bhadrak,Barpada,2006,February,,867,867,,,,,,,,,,,,
Baragarh,Talpalli,2006,February,,266,266,13,12,,13,,,,,,,,
Angul,Godibandha,2006,January,,758,758,92,24,,92,,,,,,,,
Dhenkanal,Aimalberni,2006,August,,1626,1626,96,88,,96,,,,,,,,
Balasore,Berhampur(Balasore),2006,June,,1043,1043,14,14,,14,,,,,,,,
Balasore,Iswarpur,2006,June,,540,540,33,33,,33,1,,,,,,,
Dhenkanal,Birasal,2006,November,,1552,1552,111,92,,111,,,,,,,,
Baragarh,Agalpur,2006,May,,489,489,3,2,,3,,,,,,,,
Baragarh,Bhattli,2006,August,,1123,1123,25,20,,25,,,,,,,,
Angul,Kaniha,2006,January,,1250,1250,163,124,,163,,,,,,,,
Bolangir,Deogaon,2006,March,,544,544,53,48,,42,,,,,,,,
Angul,Bantala,2006,October,,2417,2417,222,187,,222,,,,,,,,
Cuttack,Tangi,2006,June,,711,711,4,2,,4,,,,,,,,
Baragarh,Bhukta,2006,November,,554,554,7,5,,7,,,,,,,,
Bolangir,Khaprakhol,2006,October,,1765,1765,182,178,,182,,,,,,,,
Balasore,Anantapur,2006,July,,1783,1783,46,22,,46,,,,,,,,
Cuttack,Tangi,2006,February,,704,704,4,4,,3,,,,,,,,
Baragarh,Katapali,2006,September,,1710,1710,20,11,,20,,,,,,,,
Dhenkanal,Office Clinic,2006,December,,377,377,22,20,,22,,,,,,,,
Balasore,Balasore Town,2006,March,,596,596,44,42,,44,,,,,,,,
Balasore,Khaira,2006,November,,1893,1893,8,4,,8,,,,,,,,
Cuttack,Maniabandha,2006,August,,1373,1373,17,4,,17,,,,,,,,
Dhenkanal,"HQ Hospital,Dhenkanal",2006,July,,101,101,7,5,,7,,,,,,,,
Bolangir,Loisinga,2006,June,,994,994,47,24,,47,,,,,,,,
Bhadrak,Agarpada,2006,July,,892,892,5,1,,5,,,,,,,,
Bolangir,Ghasian,2006,May,,1186,1186,59,46,,56,,,,,,,,
Cuttack,Berhampur(Cuttack),2006,August,,736,736,22,1,,22,,,,,,,,
Deogarh,Chhatabar,2006,November,,1613,1613,133,127,,130,,,,,,,,
Dhenkanal,Mathakargola,2006,August,,1345,1345,152,104,,152,,,,,,,,
Bhadrak,Chandabali,2006,October,,1887,1887,5,3,,5,,,,,,,,
Bhadrak,Agarpada,2006,April,,793,793,3,1,,3,,,,,,,,
Dhenkanal,"HQ Hospital,Dhenkanal",2006,June,,86,86,4,4,,4,,,,,,,,
Dhenkanal,Mathakargola,2006,October,,992,992,129,90,,129,,,,,,,,
Cuttack,Kanpur,2006,October,,1072,1072,60,47,,60,,,,,,,,
Angul,Godibandha,2006,June,,1212,1212,146,38,,146,,,,,,,,
Balasore,Anantapur,2006,January,,338,338,15,10,,15,,,,,,,,
Dhenkanal,Birasal,2006,July,,978,978,39,32,,39,,,,,,,,
Dhenkanal,Odapada,2006,August,,701,701,84,84,,84,,,,,,,,
Bhadrak,Bhadrak Town,2006,May,,688,688,31,20,,31,,,,,,,,
Bhadrak,Chandabali,2006,June,,1282,1282,6,,,6,,,,,,,,
Bhadrak,Basudevpur,2006,December,,2604,2604,4,1,,4,,,,,,,,
Balasore,Balasore Town,2006,July,,707,707,20,20,,20,,,,,,,,
Baragarh,Bhattli,2006,May,,179,179,7,7,,7,,,,,,,,
Bhadrak,Bhadrak Town,2006,September,,787,787,29,15,,29,,,,,,,,
Balasore,Remuna,2006,April,,525,525,4,2,,4,1,,,,,,,
Bhadrak,Barpada,2006,March,,1112,1112,1,1,,1,,,,,,,,
Balasore,Pratappur,2006,July,,581,581,46,45,,46,,,,,,,,
Balasore,Gopalpur,2006,January,,824,824,2,,,2,,,,,,,,
