dist,phc,yr,mnth,totfever,bsc,bse,totsp,sppf,sppv,totrt,death,totact,totinj,outbreak,totrefer,totrdt,rdtpos_pf,rdtpos_pv
Angul,Bantala,2003,June,,375,375,51,15,,51,,,,,,,,
Angul,Bantala,2003,July,,689,689,179,136,,177,,,,,,,,
Angul,Bantala,2003,August,,705,705,165,120,,154,,,,,,,,
Angul,Bantala,2003,September,,626,626,137,102,,137,,,,,,,,
Angul,Bantala,2003,October,,507,507,151,141,,151,,,,,,,,
Angul,Bantala,2003,November,,397,387,127,119,,127,,,,,,,,
Angul,Bantala,2003,December,,367,367,114,110,,114,,,,,,,,
Angul,Koshala,2003,January,,427,427,118,93,,118,5,,,,,,,
Angul,Koshala,2003,February,,427,427,87,72,,87,1,,,,,,,
Angul,Koshala,2003,March,,533,533,141,103,,141,4,,,,,,,
Angul,Koshala,2003,April,,499,499,108,73,,108,1,,,,,,,
Angul,Koshala,2003,May,,465,465,87,67,,87,,,,,,,,
Angul,Koshala,2003,June,,498,498,138,114,,138,,,,,,,,
Angul,Koshala,2003,July,,575,575,121,105,,121,,,,,,,,
Angul,Koshala,2003,August,,427,427,66,54,,66,,,,,,,,
Angul,Koshala,2003,September,,406,406,67,53,,67,,,,,,,,
Angul,Koshala,2003,October,,522,522,78,61,,78,,,,,,,,
Angul,Koshala,2003,November,,65,652,88,79,,88,,,,,,,,
Angul,Koshala,2003,December,,345,345,51,52,,61,,,,,,,,
Angul,Madhapur,2003,January,,767,767,156,125,,156,,,,,,,,
Angul,Madhapur,2003,February,,719,719,153,122,,153,,,,,,,,
Angul,Madhapur,2003,March,,1684,1684,269,201,,269,1,,,,,,,
Angul,Madhapur,2003,April,,940,940,182,132,,182,,,,,,,,
Angul,Madhapur,2003,May,,460,460,102,74,,102,,,,,,,,
Angul,Madhapur,2003,June,,487,487,67,50,,67,,,,,,,,
Angul,Madhapur,2003,July,,1797,1797,406,328,,406,,,,,,,,
Angul,Madhapur,2003,August,,1446,1446,353,317,,353,,,,,,,,
Angul,Madhapur,2003,September,,1324,1324,255,223,,255,,,,,,,,
Angul,Madhapur,2003,October,,1224,1224,277,234,,277,1,,,,,,,
Angul,Madhapur,2003,November,,1321,1321,381,340,,381,1,,,,,,,
Angul,R.K.Nagar,2003,January,,399,399,93,88,,93,1,,,,,,,
Angul,R.K.Nagar,2003,February,,377,377,85,82,,85,1,,,,,,,
Angul,R.K.Nagar,2003,March,,445,445,102,97,,102,,,,,,,,
Angul,R.K.Nagar,2003,April,,445,445,102,97,,102,,,,,,,,
Angul,R.K.Nagar,2003,May,,305,305,78,73,,78,,,,,,,,
Angul,R.K.Nagar,2003,June,,364,364,83,80,,83,,,,,,,,
Angul,R.K.Nagar,2003,July,,729,729,231,221,,231,,,,,,,,
Angul,R.K.Nagar,2003,August,,661,661,159,154,,159,,,,,,,,
Angul,R.K.Nagar,2003,September,,680,680,144,140,,144,,,,,,,,
Angul,R.K.Nagar,2003,October,,472,472,123,120,,123,,,,,,,,
Angul,R.K.Nagar,2003,November,,319,319,71,69,,71,,,,,,,,
Angul,R.K.Nagar,2003,December,,125,125,23,20,,23,,,,,,,,
Balasore,Jaleswapur,2003,January,,770,770,1,,,1,,,,,,,,
Balasore,Jaleswapur,2003,February,,854,854,,,,,,,,,,,,
Balasore,Jaleswapur,2003,March,,1142,1142,2,2,,2,,,,,,,,
Balasore,Jaleswapur,2003,April,,872,872,2,1,,2,,,,,,,,
Balasore,Jaleswapur,2003,May,,1237,1237,2,2,,2,,,,,,,,
Balasore,Jaleswapur,2003,June,,1494,1494,4,2,,4,,,,,,,,
Balasore,Jaleswapur,2003,July,,1889,1889,5,2,,5,,,,,,,,
Balasore,Jaleswapur,2003,August,,1522,1522,4,,,4,,,,,,,,
Balasore,Jaleswapur,2003,September,,1802,1802,6,2,,6,,,,,,,,
Balasore,Jaleswapur,2003,October,,1499,1499,9,3,,9,,,,,,,,
Balasore,Jaleswapur,2003,November,,1481,1481,9,9,,9,,,,,,,,
Balasore,Jaleswapur,2003,December,,1289,1289,7,2,,7,,,,,,,,
Balasore,Hatigarh,2003,January,,300,300,,,,,,,,,,,,
Balasore,Hatigarh,2003,February,,428,428,,,,,,,,,,,,
Balasore,Hatigarh,2003,March,,584,584,1,,,1,,,,,,,,
Balasore,Hatigarh,2003,April,,496,496,1,,,1,,,,,,,,
Balasore,Hatigarh,2003,May,,648,648,2,,,2,,,,,,,,
Balasore,Hatigarh,2003,June,,948,948,3,,,3,,,,,,,,
Balasore,Hatigarh,2003,July,,917,917,3,,,3,,,,,,,,
Balasore,Hatigarh,2003,August,,738,738,3,,,3,,,,,,,,
Balasore,Hatigarh,2003,September,,1089,1089,3,1,,3,,,,,,,,
Balasore,Hatigarh,2003,October,,891,891,2,,,2,,,,,,,,
Balasore,Hatigarh,2003,November,,901,901,3,,,3,,,,,,,,
Balasore,Hatigarh,2003,December,,604,604,2,,,2,,,,,,,,
Balasore,Basta,2003,January,,285,285,17,17,,17,,,,,,,,
Balasore,Basta,2003,February,,492,492,18,17,,18,,,,,,,,
Balasore,Basta,2003,March,,741,741,14,13,,14,,,,,,,,
Balasore,Basta,2003,April,,664,664,26,26,,26,,,,,,,,
Balasore,Basta,2003,May,,986,986,41,40,,41,,,,,,,,
Balasore,Basta,2003,June,,1079,1079,40,38,,40,,,,,,,,
Balasore,Basta,2003,July,,901,901,59,58,,59,,,,,,,,
Balasore,Basta,2003,August,,985,985,67,67,,67,,,,,,,,
Balasore,Basta,2003,September,,1127,1127,65,63,,65,,,,,,,,
Balasore,Basta,2003,October,,1020,1020,77,77,,77,,,,,,,,
Balasore,Basta,2003,November,,1041,1041,95,94,,95,,,,,,,,
Balasore,Basta,2003,December,,474,474,20,19,,20,,,,,,,,
Balasore,Remuna,2003,January,,338,338,6,4,,6,,,,,,,,
Balasore,Remuna,2003,February,,427,427,2,2,,2,,,,,,,,
Balasore,Remuna,2003,March,,801,801,3,3,,3,,,,,,,,
Balasore,Remuna,2003,April,,640,640,8,8,,8,,,,,,,,
Balasore,Remuna,2003,May,,794,794,13,13,,13,,,,,,,,
Balasore,Remuna,2003,June,,1028,1028,14,14,,14,,,,,,,,
Balasore,Remuna,2003,July,,859,859,12,12,,12,,,,,,,,
Balasore,Remuna,2003,August,,1090,1090,27,25,,27,,,,,,,,
Balasore,Remuna,2003,September,,962,962,22,21,,22,,,,,,,,
Balasore,Remuna,2003,October,,1161,1161,21,20,,21,,,,,,,,
Balasore,Remuna,2003,November,,842,842,10,10,,10,,,,,,,,
Balasore,Remuna,2003,December,,754,754,2,2,,2,,,,,,,,
Balasore,Gopalpur,2003,January,,398,398,,,,,,,,,,,,
Balasore,Gopalpur,2003,February,,425,425,2,,,2,,,,,,,,
Balasore,Gopalpur,2003,March,,566,566,3,,,3,,,,,,,,
Balasore,Gopalpur,2003,April,,609,609,4,,,4,,,,,,,,
Balasore,Gopalpur,2003,May,,527,527,6,,,6,,,,,,,,
Balasore,Gopalpur,2003,June,,829,829,5,,,5,,,,,,,,
Balasore,Gopalpur,2003,July,,740,740,4,,,4,,,,,,,,
Balasore,Gopalpur,2003,August,,1015,1015,15,,,15,,,,,,,,
Balasore,Gopalpur,2003,September,,1188,1188,10,,,10,,,,,,,,
Balasore,Gopalpur,2003,October,,1267,1267,9,,,9,,,,,,,,
Balasore,Gopalpur,2003,November,,917,917,6,,,6,,,,,,,,
Balasore,Gopalpur,2003,December,,907,907,5,,,5,,,,,,,,
Balasore,Khaira,2003,January,,716,716,27,10,,27,,,,,,,,
Balasore,Khaira,2003,February,,1124,1124,29,10,,29,,,,,,,,
Balasore,Khaira,2003,March,,1330,1330,64,22,,64,,,,,,,,
Balasore,Khaira,2003,April,,2181,2181,47,19,,47,,,,,,,,
Balasore,Khaira,2003,May,,2012,2012,55,8,,55,,,,,,,,
Balasore,Khaira,2003,June,,2043,2043,32,8,,32,,,,,,,,
Balasore,Khaira,2003,July,,1581,1581,28,,,28,,,,,,,,
Balasore,Khaira,2003,August,,2235,2235,45,24,,45,,,,,,,,
Balasore,Khaira,2003,September,,2191,2191,67,36,,67,,,,,,,,
Balasore,Khaira,2003,October,,2001,2001,35,15,,35,,,,,,,,
Balasore,Khaira,2003,November,,2068,2068,68,39,,68,,,,,,,,
Balasore,Khaira,2003,December,,1926,1926,42,19,,42,,,,,,,,
Balasore,Simulia,2003,January,,405,405,3,1,,3,,,,,,,,
Balasore,Simulia,2003,February,,656,656,4,3,,4,,,,,,,,
Balasore,Simulia,2003,March,,538,538,4,1,,4,,,,,,,,
Balasore,Simulia,2003,April,,706,706,6,1,,6,,,,,,,,
Balasore,Simulia,2003,May,,1369,1369,7,5,,7,,,,,,,,
Balasore,Simulia,2003,June,,1205,1205,6,5,,6,,,,,,,,
Balasore,Simulia,2003,July,,1028,1028,9,4,,9,,,,,,,,
Balasore,Simulia,2003,August,,1088,1088,8,8,,8,,,,,,,,
Balasore,Simulia,2003,September,,1286,1286,2,1,,2,,,,,,,,
Balasore,Simulia,2003,October,,1113,1113,14,10,,14,,,,,,,,
Balasore,Simulia,2003,November,,927,927,4,4,,4,,,,,,,,
Balasore,Simulia,2003,December,,448,448,1,1,,1,,,,,,,,
Balasore,Balasore Town,2003,January,,417,417,23,23,,23,,,,,,,,
Balasore,Balasore Town,2003,February,,643,643,25,22,,25,,,,,,,,
Balasore,Balasore Town,2003,March,,693,693,45,44,,45,,,,,,,,
Balasore,Balasore Town,2003,April,,638,638,34,34,,34,,,,,,,,
Balasore,Balasore Town,2003,May,,1171,1171,22,21,,22,,,,,,,,
Balasore,Balasore Town,2003,June,,787,787,17,16,,17,,,,,,,,
Balasore,Balasore Town,2003,July,,733,733,26,24,,26,,,,,,,,
Balasore,Balasore Town,2003,August,,1678,1678,45,35,,45,,,,,,,,
Balasore,Balasore Town,2003,September,,1243,1243,57,52,,57,,,,,,,,
Balasore,Balasore Town,2003,October,,935,935,31,29,,31,,,,,,,,
Balasore,Balasore Town,2003,November,,1074,1074,39,38,,39,,,,,,,,
Balasore,Balasore Town,2003,December,,657,657,22,21,,22,,,,,,,,
Balasore,Berhampur(Balasore),2003,January,,299,299,7,6,,7,,,,,,,,
Balasore,Berhampur(Balasore),2003,February,,700,700,11,10,,11,,,,,,,,
Balasore,Berhampur(Balasore),2003,March,,708,708,12,11,,12,,,,,,,,
Balasore,Berhampur(Balasore),2003,April,,1186,1186,25,25,,25,,,,,,,,
Balasore,Berhampur(Balasore),2003,May,,797,797,15,15,,15,,,,,,,,
Balasore,Berhampur(Balasore),2003,June,,1120,1120,17,17,,17,,,,,,,,
Balasore,Berhampur(Balasore),2003,July,,1120,1120,17,17,,17,,,,,,,,
Balasore,Berhampur(Balasore),2003,August,,1678,1678,45,35,,45,,,,,,,,
Balasore,Berhampur(Balasore),2003,September,,1766,1766,10,10,,10,,,,,,,,
Balasore,Berhampur(Balasore),2003,October,,1277,1277,15,15,,15,,,,,,,,
Balasore,Berhampur(Balasore),2003,November,,1022,1022,19,19,,19,,,,,,,,
Balasore,Berhampur(Balasore),2003,December,,842,842,8,8,,8,,,,,,,,
Balasore,Iswarpur,2003,January,,490,490,10,10,,10,,,,,,,,
Balasore,Iswarpur,2003,February,,462,462,7,7,,7,,,,,,,,
Balasore,Iswarpur,2003,March,,376,376,3,3,,3,,,,,,,,
Balasore,Iswarpur,2003,April,,1205,1205,14,12,,14,1,,,,,,,
Balasore,Iswarpur,2003,May,,1618,1618,25,21,,25,,,,,,,,
Balasore,Iswarpur,2003,June,,777,777,10,10,,10,,,,,,,,
Balasore,Iswarpur,2003,July,,999,999,8,8,,8,,,,,,,,
Balasore,Iswarpur,2003,August,,746,786,8,8,,8,,,,,,,,
Balasore,Iswarpur,2003,September,,953,953,3,3,,3,,,,,,,,
Balasore,Iswarpur,2003,October,,769,769,2,1,,2,,,,,,,,
Balasore,Iswarpur,2003,November,,727,727,2,2,,2,,,,,,,,
Balasore,Iswarpur,2003,December,,588,588,6,6,,6,,,,,,,,
Bhadrak,Basudevpur,2003,January,,505,505,3,3,,3,,,,,,,,
Bhadrak,Basudevpur,2003,February,,845,845,5,2,,5,,,,,,,,
Bhadrak,Basudevpur,2003,March,,862,862,9,2,,9,,,,,,,,
Bhadrak,Basudevpur,2003,April,,738,738,5,1,,5,,,,,,,,
Bhadrak,Basudevpur,2003,May,,830,830,11,3,,11,,,,,,,,
Bhadrak,Basudevpur,2003,June,,870,870,5,,,5,,,,,,,,
Bhadrak,Basudevpur,2003,July,,1058,1058,11,3,,11,,,,,,,,
Bhadrak,Basudevpur,2003,August,,1318,1318,11,3,,11,,,,,,,,
Bhadrak,Basudevpur,2003,September,,1315,1315,4,3,,4,,,,,,,,
Bhadrak,Basudevpur,2003,October,,1003,1003,3,1,,3,,,,,,,,
Bhadrak,Basudevpur,2003,November,,1213,1213,6,4,,6,,,,,,,,
Bhadrak,Basudevpur,2003,December,,740,740,3,2,,3,,,,,,,,
Bhadrak,Chandabali,2003,January,,325,325,10,,,10,,,,,,,,
Bhadrak,Chandabali,2003,February,,827,827,28,,,28,,,,,,,,
Bhadrak,Chandabali,2003,March,,806,806,24,,,24,,,,,,,,
Bhadrak,Chandabali,2003,April,,1116,1116,19,19,,19,,,,,,,,
Bhadrak,Chandabali,2003,May,,2047,2047,51,,,51,,,,,,,,
Bhadrak,Chandabali,2003,June,,1074,1074,18,,,18,,,,,,,,
Bhadrak,Chandabali,2003,July,,1074,1074,18,,,18,,,,,,,,
Bhadrak,Chandabali,2003,August,,1541,1541,49,,,49,,,,,,,,
Bhadrak,Chandabali,2003,September,,1459,1459,41,,,41,,,,,,,,
Bhadrak,Chandabali,2003,October,,1469,1469,42,,,42,,,,,,,,
Bhadrak,Chandabali,2003,November,,2541,2541,76,,,76,,,,,,,,
Bhadrak,Chandabali,2003,December,,991,991,11,,,11,,,,,,,,
Bhadrak,Tihidi,2003,January,,701,701,3,,,3,1,,,,,,,
Bhadrak,Tihidi,2003,February,,893,893,3,,,3,,,,,,,,
Bhadrak,Tihidi,2003,March,,985,985,4,2,,4,,,,,,,,
Bhadrak,Tihidi,2003,April,,827,827,3,,,3,,,,,,,,
Bhadrak,Tihidi,2003,May,,1398,1398,6,2,,6,,,,,,,,
Bhadrak,Tihidi,2003,June,,1714,1714,6,2,,6,,,,,,,,
Bhadrak,Tihidi,2003,July,,1695,1695,3,,,3,,,,,,,,
Bhadrak,Tihidi,2003,August,,1697,1697,3,,,3,,,,,,,,
Bhadrak,Tihidi,2003,September,,2486,2486,6,1,,6,,,,,,,,
Bhadrak,Tihidi,2003,October,,2106,2106,3,,,3,,,,,,,,
Bhadrak,Tihidi,2003,November,,1828,1828,4,,,4,,,,,,,,
Bhadrak,Tihidi,2003,December,,1197,1197,3,1,,3,,,,,,,,
Bhadrak,Barpada,2003,January,,305,305,2,2,,2,,,,,,,,
Bhadrak,Barpada,2003,February,,455,455,4,2,,4,1,,,,,,,
Bhadrak,Barpada,2003,March,,1081,1081,3,1,,3,,,,,,,,
Bhadrak,Barpada,2003,April,,611,611,1,1,,1,,,,,,,,
Bhadrak,Barpada,2003,May,,1382,1382,2,2,,2,,,,,,,,
Bhadrak,Barpada,2003,June,,1242,1242,2,1,,1,,,,,,,,
Bhadrak,Barpada,2003,July,,1345,1345,1,,,1,,,,,,,,
Bhadrak,Barpada,2003,August,,1133,1133,3,2,,3,,,,,,,,
Bhadrak,Barpada,2003,September,,1342,1342,3,1,,3,,,,,,,,
Bhadrak,Barpada,2003,October,,1390,1390,2,2,,2,,,,,,,,
Bhadrak,Barpada,2003,November,,1317,1317,7,6,,7,,,,,,,,
Bhadrak,Barpada,2003,December,,968,968,4,2,,4,,,,,,,,
Bhadrak,Agarpada,2003,January,,164,164,1,,,1,,,,,,,,
Bhadrak,Agarpada,2003,February,,337,337,1,,,1,,,,,,,,
Bhadrak,Agarpada,2003,March,,470,470,1,1,,1,,,,,,,,
Bhadrak,Agarpada,2003,April,,1210,1210,17,8,,15,1,,,,,,,
Bhadrak,Agarpada,2003,May,,1124,1124,18,3,,18,,,,,,,,
Bhadrak,Agarpada,2003,June,,831,831,15,1,,15,,,,,,,,
Bhadrak,Agarpada,2003,July,,1015,1015,9,1,,9,,,,,,,,
Bhadrak,Agarpada,2003,August,,986,986,6,,,6,,,,,,,,
Bhadrak,Agarpada,2003,September,,1075,1075,13,1,,13,,,,,,,,
Bhadrak,Agarpada,2003,October,,1155,1155,8,,,,,,,,,,,
Bhadrak,Agarpada,2003,November,,976,976,13,3,,13,1,,,,,,,
Bhadrak,Agarpada,2003,December,,1056,1056,11,1,,11,,,,,,,,
Bhadrak,Bhandaripokhari,2003,January,,446,446,2,1,,2,,,,,,,,
Bhadrak,Bhandaripokhari,2003,February,,625,625,2,2,,2,,,,,,,,
Bhadrak,Bhandaripokhari,2003,March,,724,724,10,8,,10,,,,,,,,
Bhadrak,Bhandaripokhari,2003,April,,641,641,1,,,1,,,,,,,,
Bhadrak,Bhandaripokhari,2003,May,,928,928,4,1,,4,,,,,,,,
Bhadrak,Bhandaripokhari,2003,June,,1499,1499,5,,,5,,,,,,,,
Bhadrak,Bhandaripokhari,2003,July,,1220,1220,6,,,6,,,,,,,,
Bhadrak,Bhandaripokhari,2003,August,,1424,1424,7,1,,6,,,,,,,,
Bhadrak,Bhandaripokhari,2003,September,,1322,1322,5,3,,5,,,,,,,,
Bhadrak,Bhandaripokhari,2003,October,,1373,1373,7,3,,7,,,,,,,,
Bhadrak,Bhandaripokhari,2003,November,,1468,1468,7,,,7,,,,,,,,
Bhadrak,Bhandaripokhari,2003,December,,1499,1499,4,2,,4,,,,,,,,
Bhadrak,Dhamnagar,2003,January,,414,414,10,,,10,,,,,,,,
Bhadrak,Dhamnagar,2003,February,,427,427,14,,,10,,,,,,,,
Bhadrak,Dhamnagar,2003,March,,864,864,20,,,18,,,,,,,,
Bhadrak,Dhamnagar,2003,April,,520,520,10,,,9,,,,,,,,
Bhadrak,Dhamnagar,2003,May,,922,922,18,1,,15,,,,,,,,
Bhadrak,Dhamnagar,2003,June,,1288,1288,36,,,32,,,,,,,,
Bhadrak,Dhamnagar,2003,July,,1224,1224,35,,,33,,,,,,,,
Bhadrak,Dhamnagar,2003,August,,1137,1137,30,,,30,,,,,,,,
Bhadrak,Dhamnagar,2003,September,,1516,1516,33,,,33,,,,,,,,
Bhadrak,Dhamnagar,2003,October,,947,947,30,,,30,,,,,,,,
Bhadrak,Dhamnagar,2003,November,,1126,1126,7,,,7,,,,,,,,
Bhadrak,Dhamnagar,2003,December,,621,621,7,,,7,,,,,,,,
Bhadrak,Bhadrak Town,2003,January,,601,601,19,19,,19,,,,,,,,
Bhadrak,Bhadrak Town,2003,February,,193,193,16,14,,7,,,,,,,,
Bhadrak,Bhadrak Town,2003,March,,223,223,15,15,,15,,,,,,,,
Bhadrak,Bhadrak Town,2003,April,,282,282,30,25,,28,,,,,,,,
Bhadrak,Bhadrak Town,2003,May,,589,589,29,21,,28,,,,,,,,
Bhadrak,Bhadrak Town,2003,June,,462,462,7,6,,7,,,,,,,,
Bhadrak,Bhadrak Town,2003,July,,262,262,6,6,,6,,,,,,,,
Bhadrak,Bhadrak Town,2003,August,,324,324,13,10,,13,,,,,,,,
Bhadrak,Bhadrak Town,2003,September,,322,322,6,5,,6,,,,,,,,
Bhadrak,Bhadrak Town,2003,October,,270,270,7,6,,7,,,,,,,,
Bhadrak,Bhadrak Town,2003,November,,511,511,20,19,,18,,,,,,,,
Bhadrak,Bhadrak Town,2003,December,,246,246,11,9,,11,,,,,,,,
Bolangir,Agalpur,2003,January,,,,,,,,,,,,,,,
Bolangir,Agalpur,2003,February,,,,,,,,,,,,,,,
Bolangir,Agalpur,2003,March,,511,511,47,25,,47,,,,,,,,
Bolangir,Agalpur,2003,April,,448,448,30,16,,28,,,,,,,,
Bolangir,Agalpur,2003,May,,,,,,,,,,,,,,,
Bolangir,Agalpur,2003,June,,,,,,,,,,,,,,,
Bolangir,Agalpur,2003,July,,,,,,,,,,,,,,,
Bolangir,Agalpur,2003,August,,1301,1301,60,30,,60,,,,,,,,
Bolangir,Agalpur,2003,September,,1121,1121,66,24,,66,,,,,,,,
Bolangir,Agalpur,2003,October,,469,469,23,7,,23,,,,,,,,
Bolangir,Agalpur,2003,November,,798,798,59,27,,59,,,,,,,,
Bolangir,Agalpur,2003,December,,656,656,45,21,,45,,,,,,,,
Bolangir,Chudapali,2003,January,,596,596,44,13,,39,,,,,,,,
Bolangir,Chudapali,2003,February,,421,421,36,9,,34,,,,,,,,
Bolangir,Chudapali,2003,March,,384,384,41,10,,40,,,,,,,,
Bolangir,Chudapali,2003,April,,222,222,22,4,,22,,,,,,,,
Bolangir,Chudapali,2003,May,,358,358,32,5,,32,,,,,,,,
Bolangir,Chudapali,2003,June,,629,629,35,6,,35,,,,,,,,
Bolangir,Chudapali,2003,July,,1228,1228,127,19,,113,,,,,,,,
Bolangir,Chudapali,2003,August,,1467,1467,167,34,,163,,,,,,,,
Bolangir,Chudapali,2003,September,,1051,1051,158,32,,150,,,,,,,,
Bolangir,Chudapali,2003,October,,748,748,104,26,,103,,,,,,,,
Bolangir,Chudapali,2003,November,,630,630,81,16,,73,,,,,,,,
Bolangir,Chudapali,2003,December,,816,816,105,36,,101,,,,,,,,
Bolangir,Jamugaon,2003,January,,661,661,66,49,,62,,,,,,,,
Bolangir,Jamugaon,2003,February,,655,655,62,34,,60,,,,,,,,
Bolangir,Jamugaon,2003,March,,691,691,68,40,,58,,,,,,,,
Bolangir,Jamugaon,2003,April,,566,566,71,41,,61,,,,,,,,
Bolangir,Jamugaon,2003,May,,850,850,91,35,,80,,,,,,,,
Bolangir,Jamugaon,2003,June,,659,659,52,27,,45,,,,,,,,
Bolangir,Jamugaon,2003,July,,1603,1603,122,56,,100,,,,,,,,
Bolangir,Jamugaon,2003,August,,1178,1178,141,85,,139,,,,,,,,
Bolangir,Jamugaon,2003,September,,1275,1275,161,91,,155,,,,,,,,
Bolangir,Jamugaon,2003,October,,918,918,112,71,,102,,,,,,,,
Bolangir,Jamugaon,2003,November,,766,766,92,54,,79,,,,,,,,
Bolangir,Jamugaon,2003,December,,618,618,90,67,,78,,,,,,,,
Bolangir,Deogaon,2003,January,,492,492,56,40,,35,,,,,,,,
Bolangir,Deogaon,2003,February,,528,528,56,47,,38,,,,,,,,
Bolangir,Deogaon,2003,March,,559,559,64,52,,40,,,,,,,,
Bolangir,Deogaon,2003,April,,320,320,37,34,,37,,,,,,,,
Bolangir,Deogaon,2003,May,,447,447,85,70,,56,,,,,,,,
Bolangir,Deogaon,2003,June,,874,874,125,112,,33,,,,,,,,
Bolangir,Deogaon,2003,July,,2247,2247,205,187,,96,,,,,,,,
Bolangir,Deogaon,2003,August,,1394,1394,177,164,,69,,,,,,,,
Bolangir,Deogaon,2003,September,,1714,1714,187,172,,34,,,,,,,,
Bolangir,Deogaon,2003,October,,988,988,91,85,,63,,,,,,,,
Bolangir,Deogaon,2003,November,,803,803,115,98,,82,,,,,,,,
Bolangir,Deogaon,2003,December,,936,936,213,203,,138,,,,,,,,
Bolangir,Loisinga,2003,January,,733,733,69,37,,68,,,,,,,,
Bolangir,Loisinga,2003,February,,857,857,63,43,,63,,,,,,,,
Bolangir,Loisinga,2003,March,,1005,1005,85,32,,85,,,,,,,,
Bolangir,Loisinga,2003,April,,989,989,91,46,,91,,,,,,,,
Bolangir,Loisinga,2003,May,,871,871,64,20,,64,,,,,,,,
Bolangir,Loisinga,2003,June,,1356,1356,127,49,,127,,,,,,,,
Bolangir,Loisinga,2003,July,,2635,2635,236,95,,236,,,,,,,,
Bolangir,Loisinga,2003,August,,3068,3068,213,114,,213,,,,,,,,
Bolangir,Loisinga,2003,September,,2111,2111,147,52,,147,,,,,,,,
Bolangir,Loisinga,2003,October,,1273,1273,73,35,,73,,,,,,,,
