dist,phc,yr,mnth,totfever,bsc,bse,totsp,sppf,sppv,totrt,death,totact,totinj,outbreak,totrefer,totrdt,rdtpos_pf,rdtpos_pv
Dhenkanal,Odapada,2005,January,,310,310,67,67,,67,,,,,,,,
Dhenkanal,Odapada,2005,February,,454,454,82,82,,82,,,,,,,,
Dhenkanal,Odapada,2005,March,,628,628,101,101,,101,,,,,,,,
Dhenkanal,Odapada,2005,April,,467,467,66,66,,66,,,,,,,,
Dhenkanal,Odapada,2005,May,,326,326,52,52,,52,,,,,,,,
Dhenkanal,Odapada,2005,June,,379,379,69,69,,69,,,,,,,,
Dhenkanal,Odapada,2005,July,,545,545,99,99,,99,,,,,,,,
Dhenkanal,Odapada,2005,August,,890,890,183,183,,183,,,,,,,,
Dhenkanal,Odapada,2005,September,,873,873,186,186,,186,,,,,,,,
Dhenkanal,Odapada,2005,October,,846,846,126,125,,126,,,,,,,,
Dhenkanal,Odapada,2005,November,,776,776,98,98,,98,,,,,,,,
Dhenkanal,Odapada,2005,December,,690,690,60,60,,60,,,,,,,,
Dhenkanal,Khajuriakata,2005,January,,2016,2016,380,143,,380,,,,,,,,
Dhenkanal,Khajuriakata,2005,February,,1780,1780,403,184,,403,,,,,,,,
Dhenkanal,Khajuriakata,2005,March,,2028,2028,492,229,,485,,,,,,,,
Dhenkanal,Khajuriakata,2005,April,,2136,2136,563,262,,561,,,,,,,,
Dhenkanal,Khajuriakata,2005,May,,1898,1898,441,157,,441,,,,,,,,
Dhenkanal,Khajuriakata,2005,June,,1470,1470,327,91,,327,,,,,,,,
Dhenkanal,Khajuriakata,2005,July,,1933,1933,328,85,,328,,,,,,,,
Dhenkanal,Khajuriakata,2005,August,,3417,3417,672,251,,672,,,,,,,,
Dhenkanal,Khajuriakata,2005,September,,3791,3791,787,336,,787,,,,,,,,
Dhenkanal,Khajuriakata,2005,October,,3744,3744,795,380,,794,,,,,,,,
Dhenkanal,Khajuriakata,2005,November,,3340,3340,714,352,,714,,,,,,,,
Dhenkanal,Khajuriakata,2005,December,,1954,1954,495,248,,495,,,,,,,,
Dhenkanal,"HQ Hospital,Dhenkanal",2005,January,,182,182,17,16,,17,,,,,,,,
Dhenkanal,"HQ Hospital,Dhenkanal",2005,February,,201,201,33,31,,33,,,,,,,,
Dhenkanal,"HQ Hospital,Dhenkanal",2005,March,,204,204,40,33,,40,,,,,,,,
Dhenkanal,"HQ Hospital,Dhenkanal",2005,April,,152,152,36,31,,36,,,,,,,,
Dhenkanal,"HQ Hospital,Dhenkanal",2005,May,,145,145,15,11,,15,,,,,,,,
Dhenkanal,"HQ Hospital,Dhenkanal",2005,June,,117,117,11,10,,11,,,,,,,,
Dhenkanal,"HQ Hospital,Dhenkanal",2005,July,,181,181,28,27,,28,,,,,,,,
Dhenkanal,"HQ Hospital,Dhenkanal",2005,August,,344,344,80,72,,80,,,,,,,,
Dhenkanal,"HQ Hospital,Dhenkanal",2005,September,,323,323,39,39,,39,,,,,,,,
Dhenkanal,"HQ Hospital,Dhenkanal",2005,October,,186,186,19,19,,19,,,,,,,,
Dhenkanal,"HQ Hospital,Dhenkanal",2005,November,,162,162,11,11,,11,,,,,,,,
Dhenkanal,"HQ Hospital,Dhenkanal",2005,December,,138,138,7,7,,7,,,,,,,,
Dhenkanal,Office Clinic,2005,January,,162,162,28,25,,28,,,,,,,,
Dhenkanal,Office Clinic,2005,February,,203,203,16,12,,16,,,,,,,,
Dhenkanal,Office Clinic,2005,February,,203,,,,,,,,,,,,,
Dhenkanal,Office Clinic,2005,March,,183,183,13,11,,13,,,,,,,,
Dhenkanal,Office Clinic,2005,April,,129,129,17,11,,17,,,,,,,,
Dhenkanal,Office Clinic,2005,May,,110,110,11,6,,11,,,,,,,,
Dhenkanal,Office Clinic,2005,June,,106,106,15,14,,15,,,,,,,,
Dhenkanal,Office Clinic,2005,July,,214,214,12,6,,12,,,,,,,,
Dhenkanal,Office Clinic,2005,August,,624,624,41,31,,41,,,,,,,,
Dhenkanal,Office Clinic,2005,September,,660,660,30,24,,30,,,,,,,,
Dhenkanal,Office Clinic,2005,October,,303,303,15,14,,15,,,,,,,,
Dhenkanal,Office Clinic,2005,November,,235,235,25,22,,25,,,,,,,,
Dhenkanal,Office Clinic,2005,December,,257,257,29,27,,29,,,,,,,,
Deogarh,Chhatabar,2005,January,,1884,1884,173,15,,116,,,,,,,,
Deogarh,Chhatabar,2005,February,,1920,1920,161,160,,143,,,,,,,,
Deogarh,Chhatabar,2005,March,,2105,2105,212,205,,201,,,,,,,,
Deogarh,Chhatabar,2005,April,,2526,2526,191,188,,179,,,,,,,,
Deogarh,Chhatabar,2005,May,,1659,1659,173,168,,167,,,,,,,,
Deogarh,Chhatabar,2005,June,,1530,1530,176,170,,174,1,,,,,,,
Deogarh,Chhatabar,2005,July,,1754,1754,143,142,,142,1,,,,,,,
Deogarh,Chhatabar,2005,August,,2676,2676,205,199,,192,2,,,,,,,
Deogarh,Chhatabar,2005,September,,3063,3063,204,198,,192,,,,,,,,
Deogarh,Chhatabar,2005,October,,2841,2841,231,208,,229,,,,,,,,
Deogarh,Chhatabar,2005,November,,1507,1507,84,83,,84,,,,,,,,
Deogarh,Chhatabar,2005,December,,1666,1666,163,133,,163,,,,,,,,
Deogarh,Bamparda,2005,January,,1184,1184,152,129,,117,,,,,,,,
Deogarh,Bamparda,2005,February,,1254,1254,119,103,,114,,,,,,,,
Deogarh,Bamparda,2005,March,,1333,1333,120,95,,106,,,,,,,,
Deogarh,Bamparda,2005,April,,1501,1501,146,123,,142,,,,,,,,
Deogarh,Bamparda,2005,May,,1029,1029,58,52,,54,,,,,,,,
Deogarh,Bamparda,2005,June,,872,872,53,47,,52,4,,,,,,,
Deogarh,Bamparda,2005,July,,1340,1340,126,117,,124,,,,,,,,
Deogarh,Bamparda,2005,August,,1688,1688,192,173,,163,,,,,,,,
Deogarh,Bamparda,2005,September,,1995,1995,154,136,,140,,,,,,,,
Deogarh,Bamparda,2005,October,,1593,1593,127,117,,127,,,,,,,,
Deogarh,Bamparda,2005,November,,1611,1611,179,134,,179,,,,,,,,
Deogarh,Bamparda,2005,December,,918,918,168,129,,168,,,,,,,,
Deogarh,Tileibeni,2005,January,,1289,1289,252,238,,200,1,,,,,,,
Deogarh,Tileibeni,2005,February,,1153,1153,128,114,,111,,,,,,,,
Deogarh,Tileibeni,2005,March,,1370,1370,157,138,,78,1,,,,,,,
Deogarh,Tileibeni,2005,April,,1499,1499,230,213,,160,,,,,,,,
Deogarh,Tileibeni,2005,May,,1528,1528,120,111,,76,,,,,,,,
Deogarh,Tileibeni,2005,June,,937,937,71,67,,47,,,,,,,,
Deogarh,Tileibeni,2005,July,,1333,1333,62,50,,31,,,,,,,,
Deogarh,Tileibeni,2005,August,,1328,1328,94,74,,57,,,,,,,,
Deogarh,Tileibeni,2005,September,,1778,1682,171,151,,132,,,,,,,,
Deogarh,Tileibeni,2005,October,,1587,1224,138,132,,64,,,,,,,,
Deogarh,Tileibeni,2005,November,,1535,1334,155,149,,70,,,,,,,,
Deogarh,Tileibeni,2005,December,,1480,1183,128,123,,73,,,,,,,,
Deogarh,"H.Q.Hospital,Deogarh",2005,January,,766,766,79,62,,77,,,,,,,,
Deogarh,"H.Q.Hospital,Deogarh",2005,February,,638,638,39,31,,39,,,,,,,,
Deogarh,"H.Q.Hospital,Deogarh",2005,March,,744,744,55,46,,47,,,,,,,,
Deogarh,"H.Q.Hospital,Deogarh",2005,April,,799,799,61,48,,60,,,,,,,,
Deogarh,"H.Q.Hospital,Deogarh",2005,May,,625,625,38,26,,38,,,,,,,,
Deogarh,"H.Q.Hospital,Deogarh",2005,June,,517,517,17,10,,17,,,,,,,,
Deogarh,"H.Q.Hospital,Deogarh",2005,July,,777,777,28,21,,28,,,,,,,,
Deogarh,"H.Q.Hospital,Deogarh",2005,August,,870,870,44,38,,44,,,,,,,,
Deogarh,"H.Q.Hospital,Deogarh",2005,September,,1014,1014,20,18,,20,,,,,,,,
Deogarh,"H.Q.Hospital,Deogarh",2005,October,,843,843,25,23,,25,,,,,,,,
Deogarh,"H.Q.Hospital,Deogarh",2005,November,,603,603,27,22,,27,,,,,,,,
Deogarh,"H.Q.Hospital,Deogarh",2005,December,,431,431,27,22,,27,,,,,,,,
Ganjam,Adapada,2005,January,,1100,1100,71,69,,71,,,,,,,,
Ganjam,Adapada,2005,February,,1258,1258,101,94,,101,,,,,,,,
Ganjam,Adapada,2005,March,,1225,1225,35,32,,35,,,,,,,,
Ganjam,Adapada,2005,April,,1435,1435,16,16,,16,,,,,,,,
Ganjam,Adapada,2005,May,,1111,1111,42,38,,42,,,,,,,,
Ganjam,Adapada,2005,June,,2072,2072,50,50,,50,,,,,,,,
Ganjam,Adapada,2005,July,,2134,2134,54,53,,54,,,,,,,,
Ganjam,Adapada,2005,August,,1000,1000,34,34,,34,,,,,,,,
Ganjam,Adapada,2005,September,,1437,1437,83,41,,83,,,,,,,,
Ganjam,Adapada,2005,October,,1191,1191,33,17,,33,,,,,,,,
Ganjam,Adapada,2005,November,,1284,1284,52,48,,52,,,,,,,,
Ganjam,Adapada,2005,December,,1655,1655,58,57,,58,,,,,,,,
Ganjam,Bomkei,2005,January,,1041,1041,110,110,,110,,,,,,,,
Ganjam,Bomkei,2005,February,,1138,1138,94,94,,94,,,,,,,,
Ganjam,Bomkei,2005,March,,1286,1286,108,106,,108,,,,,,,,
Ganjam,Bomkei,2005,April,,1019,1019,112,110,,90,,,,,,,,
Ganjam,Bomkei,2005,May,,1028,1028,112,111,,112,,,,,,,,
Ganjam,Bomkei,2005,June,,1221,1221,164,160,,164,,,,,,,,
Ganjam,Bomkei,2005,July,,1208,1208,112,111,,92,,,,,,,,
Ganjam,Bomkei,2005,August,,1334,1334,112,108,,92,,,,,,,,
Ganjam,Bomkei,2005,September,,1667,1667,140,127,,117,,,,,,,,
Ganjam,Bomkei,2005,October,,1337,1337,111,105,,75,,,,,,,,
Ganjam,Bomkei,2005,November,,1318,1318,91,86,,91,,,,,,,,
Ganjam,Bomkei,2005,December,,2051,2051,103,99,,103,,,,,,,,
Ganjam,Belgaon,2005,January,,925,925,33,33,,33,,,,,,,,
Ganjam,Belgaon,2005,February,,851,851,39,38,,39,,,,,,,,
Ganjam,Belgaon,2005,March,,757,757,29,29,,29,,,,,,,,
Ganjam,Belgaon,2005,April,,801,801,23,22,,23,,,,,,,,
Ganjam,Belgaon,2005,May,,938,938,38,38,,38,,,,,,,,
Ganjam,Belgaon,2005,June,,1182,1182,38,36,,38,,,,,,,,
Ganjam,Belgaon,2005,July,,1164,1164,49,48,,49,,,,,,,,
Ganjam,Belgaon,2005,August,,2127,2127,97,95,,97,,,,,,,,
Ganjam,Belgaon,2005,September,,1331,1331,65,62,,65,,,,,,,,
Ganjam,Belgaon,2005,October,,1038,1038,40,38,,40,,,,,,,,
Ganjam,Belgaon,2005,November,,778,778,33,33,,33,,,,,,,,
Ganjam,Belgaon,2005,December,,829,829,23,23,,23,,,,,,,,
Ganjam,Bhatkumurda,2005,January,,778,778,45,41,,17,,,,,,,,
Ganjam,Bhatkumurda,2005,February,,977,977,46,40,,19,,,,,,,,
Ganjam,Bhatkumurda,2005,March,,917,917,45,37,,20,,,,,,,,
Ganjam,Bhatkumurda,2005,April,,972,972,33,29,,15,,,,,,,,
Ganjam,Bhatkumurda,2005,May,,836,836,43,33,,19,,,,,,,,
Ganjam,Bhatkumurda,2005,June,,1446,1446,84,68,,42,,,,,,,,
Ganjam,Bhatkumurda,2005,July,,1733,1733,75,65,,41,,,,,,,,
Ganjam,Bhatkumurda,2005,August,,1498,1498,83,75,,62,,,,,,,,
Ganjam,Bhatkumurda,2005,September,,1440,1440,81,76,,55,,,,,,,,
Ganjam,Bhatkumurda,2005,October,,987,987,69,56,,41,,,,,,,,
Ganjam,Bhatkumurda,2005,November,,865,865,41,37,,27,,,,,,,,
Ganjam,Bhatkumurda,2005,December,,2794,2794,198,130,,198,,,,,,,,
Ganjam,Badagad,2005,January,,1023,1023,85,75,,82,,,,,,,,
Ganjam,Badagad,2005,February,,1075,1075,81,76,,81,,,,,,,,
Ganjam,Badagad,2005,March,,1424,1424,127,108,,125,,,,,,,,
Ganjam,Badagad,2005,April,,1037,1037,57,49,,56,,,,,,,,
Ganjam,Badagad,2005,May,,1280,1280,72,67,,72,,,,,,,,
Ganjam,Badagad,2005,June,,1051,1051,34,28,,33,,,,,,,,
Ganjam,Badagad,2005,July,,1138,1138,55,52,,55,,,,,,,,
Ganjam,Badagad,2005,August,,2034,2034,84,77,,84,,,,,,,,
Ganjam,Badagad,2005,September,,1323,1323,54,53,,54,,,,,,,,
Ganjam,Badagad,2005,October,,1245,1245,64,61,,64,,,,,,,,
Ganjam,Badagad,2005,November,,939,939,96,90,,96,,,,,,,,
Ganjam,Badagad,2005,December,,1409,1409,112,112,,112,,,,,,,,
Ganjam,Balisira,2005,January,,681,681,85,84,,72,,,,,,,,
Ganjam,Balisira,2005,February,,1211,1211,151,146,,122,,,,,,,,
Ganjam,Balisira,2005,March,,1486,1486,151,146,,123,,,,,,,,
Ganjam,Balisira,2005,April,,1182,1182,91,85,,80,,,,,,,,
Ganjam,Balisira,2005,May,,1039,1039,60,57,,54,,,,,,,,
Ganjam,Balisira,2005,June,,1842,1842,44,43,,42,,,,,,,,
Ganjam,Balisira,2005,July,,1529,1529,54,54,,48,,,,,,,,
Ganjam,Balisira,2005,August,,1892,1892,125,125,,118,,,,,,,,
Ganjam,Balisira,2005,September,,1500,1500,52,52,,47,,,,,,,,
Ganjam,Balisira,2005,October,,1207,1207,50,50,,49,,,,,,,,
Ganjam,Balisira,2005,November,,897,897,53,52,,52,,,,,,,,
Ganjam,Balisira,2005,December,,2279,2279,47,42,,45,,,,,,,,
Ganjam,Buguda,2005,January,,914,642,38,32,,22,,,,,,,,
Ganjam,Buguda,2005,February,,1052,873,59,38,,39,,,,,,,,
Ganjam,Buguda,2005,March,,977,778,25,13,,16,,,,,,,,
Ganjam,Buguda,2005,April,,844,611,24,13,,12,,,,,,,,
Ganjam,Buguda,2005,May,,853,728,33,27,,27,,,,,,,,
Ganjam,Buguda,2005,June,,1280,888,21,14,,11,,,,,,,,
Ganjam,Buguda,2005,July,,1222,1222,34,23,,34,,,,,,,,
Ganjam,Buguda,2005,August,,1356,1356,42,35,,34,,,,,,,,
Ganjam,Buguda,2005,September,,1457,1457,41,37,,17,,,,,,,,
Ganjam,Buguda,2005,October,,908,908,29,21,,7,,,,,,,,
Ganjam,Buguda,2005,November,,856,856,47,41,,31,,,,,,,,
Ganjam,Buguda,2005,December,,840,840,25,20,,8,,,,,,,,
Ganjam,Dharakot,2005,January,,878,878,57,57,,17,,,,,,,,
Ganjam,Dharakot,2005,February,,1137,873,74,70,,49,,,,,,,,
Ganjam,Dharakot,2005,March,,948,948,98,94,,43,,,,,,,,
Ganjam,Dharakot,2005,April,,823,823,67,61,,30,,,,,,,,
Ganjam,Dharakot,2005,May,,852,852,51,47,,25,,,,,,,,
Ganjam,Dharakot,2005,June,,1429,904,60,56,,35,,,,,,,,
Ganjam,Dharakot,2005,July,,1495,1495,120,112,,68,,,,,,,,
Ganjam,Dharakot,2005,August,,2211,2211,150,139,,92,,,,,,,,
Ganjam,Dharakot,2005,September,,1193,1193,83,79,,55,,,,,,,,
Ganjam,Dharakot,2005,October,,902,902,79,72,,39,,,,,,,,
Ganjam,Dharakot,2005,November,,931,931,89,87,,53,,,,,,,,
Ganjam,Dharakot,2005,December,,570,570,46,44,,26,,,,,,,,
Ganjam,Girisola,2005,January,,1136,1136,15,7,,15,,,,,,,,
Ganjam,Girisola,2005,February,,1221,1221,8,4,,8,,,,,,,,
Ganjam,Girisola,2005,March,,997,997,12,10,,12,,,,,,,,
Ganjam,Girisola,2005,April,,765,765,17,6,,17,,,,,,,,
Ganjam,Girisola,2005,May,,882,882,8,3,,8,,,,,,,,
Ganjam,Girisola,2005,June,,1220,1220,11,7,,11,,,,,,,,
Ganjam,Girisola,2005,July,,1144,1144,12,3,,12,,,,,,,,
Ganjam,Girisola,2005,August,,1218,1218,8,4,,8,,,,,,,,
Ganjam,Girisola,2005,September,,1208,1208,13,8,,13,,,,,,,,
Ganjam,Girisola,2005,October,,687,687,17,8,,17,,,,,,,,
Ganjam,Girisola,2005,November,,684,684,8,5,,8,,,,,,,,
Ganjam,Girisola,2005,December,,734,734,11,7,,11,,,,,,,,
Ganjam,Gobra,2005,January,,931,931,83,78,,75,,,,,,,,
Ganjam,Gobra,2005,February,,963,963,137,121,,134,,,,,,,,
Ganjam,Gobra,2005,March,,1210,1210,116,105,,112,,,,,,,,
Ganjam,Gobra,2005,April,,851,851,98,85,,97,,,,,,,,
Ganjam,Gobra,2005,May,,641,641,87,77,,81,,,,,,,,
Ganjam,Gobra,2005,June,,1696,1308,99,87,,96,,,,,,,,
Ganjam,Gobra,2005,July,,891,891,112,97,,106,,,,,,,,
Ganjam,Gobra,2005,August,,1550,1337,184,162,,178,,,,,,,,
Ganjam,Gobra,2005,September,,1474,1217,188,164,,184,,,,,,,,
Ganjam,Gobra,2005,October,,711,711,92,80,,90,,,,,,,,
Ganjam,Gobra,2005,November,,806,806,82,66,,80,,,,,,,,
Ganjam,Gobra,2005,December,,837,837,74,58,,71,,,,,,,,
Ganjam,Gallery,2005,January,,907,907,120,100,,120,,,,,,,,
Ganjam,Gallery,2005,February,,1638,1638,168,145,,168,,,,,,,,
Ganjam,Gallery,2005,March,,1062,1062,93,80,,93,,,,,,,,
Ganjam,Gallery,2005,April,,680,680,84,75,,84,,,,,,,,
Ganjam,Gallery,2005,May,,821,821,77,70,,77,,,,,,,,
Ganjam,Gallery,2005,June,,1864,1864,117,105,,117,,,,,,,,
Ganjam,Gallery,2005,July,,1061,1061,80,39,,80,,,,,,,,
Ganjam,Gallery,2005,August,,1840,1840,245,177,,145,,,,,,,,
Ganjam,Gallery,2005,September,,1803,1803,242,209,,242,,,,,,,,
Ganjam,Gallery,2005,October,,554,554,77,70,,77,,,,,,,,
Ganjam,Gallery,2005,November,,705,705,87,82,,87,,,,,,,,
Ganjam,Gallery,2005,December,,1572,1572,131,126,,131,,,,,,,,
Ganjam,Jagannathprasad,2005,January,,852,852,62,55,,37,,,,,,,,
Ganjam,Jagannathprasad,2005,February,,916,916,64,49,,64,,,,,,,,
Ganjam,Jagannathprasad,2005,March,,1024,1024,46,39,,46,,,,,,,,
Ganjam,Jagannathprasad,2005,April,,969,969,55,44,,55,,,,,,,,
Ganjam,Jagannathprasad,2005,May,,936,936,32,29,,32,,,,,,,,
Ganjam,Jagannathprasad,2005,June,,1072,1072,50,47,,50,,,,,,,,
Ganjam,Jagannathprasad,2005,July,,1003,1003,56,41,,43,,,,,,,,
Ganjam,Jagannathprasad,2005,August,,1670,1670,74,62,,60,,,,,,,,
Ganjam,Jagannathprasad,2005,September,,1525,1525,59,46,,59,,,,,,,,
Ganjam,Jagannathprasad,2005,October,,912,912,30,26,,23,,,,,,,,
Ganjam,Jagannathprasad,2005,November,,1113,1113,52,40,,32,,,,,,,,
Ganjam,Jagannathprasad,2005,December,,1433,1433,37,26,,37,,,,,,,,
Ganjam,Kukudakhandi,2005,January,,1201,1201,126,116,,126,,,,,,,,
Ganjam,Kukudakhandi,2005,February,,1087,1087,70,64,,70,,,,,,,,
Ganjam,Kukudakhandi,2005,March,,1437,1437,108,95,,108,,,,,,,,
Ganjam,Kukudakhandi,2005,April,,1149,1149,95,83,,95,,,,,,,,
Ganjam,Kukudakhandi,2005,May,,944,944,52,48,,52,,,,,,,,
Ganjam,Kukudakhandi,2005,June,,3065,2133,113,103,,113,,,,,,,,
Ganjam,Kukudakhandi,2005,July,,1702,1702,78,70,,78,,,,,,,,
Ganjam,Kukudakhandi,2005,August,,1630,1630,97,85,,97,,,,,,,,
Ganjam,Kukudakhandi,2005,September,,1397,1397,77,62,,77,,,,,,,,
Ganjam,Kukudakhandi,2005,October,,1030,1030,45,37,,45,,,,,,,,
Ganjam,Kukudakhandi,2005,November,,1388,1388,65,57,,65,,,,,,,,
Ganjam,Kukudakhandi,2005,December,,1085,1085,61,55,,61,,,,,,,,
Ganjam,Keluapali,2005,January,,1133,1133,36,34,,36,,,,,,,,
Ganjam,Keluapali,2005,February,,1140,1140,49,44,,49,,,,,,,,
Ganjam,Keluapali,2005,March,,1288,1288,62,58,,62,,,,,,,,
Ganjam,Keluapali,2005,April,,996,996,49,47,,49,,,,,,,,
Ganjam,Keluapali,2005,May,,1143,1143,34,34,,34,,,,,,,,
Ganjam,Keluapali,2005,June,,1897,1897,60,59,,60,,,,,,,,
Ganjam,Keluapali,2005,July,,1686,1686,74,70,,74,,,,,,,,
Ganjam,Keluapali,2005,August,,1908,1908,63,59,,63,,,,,,,,
Ganjam,Keluapali,2005,September,,2052,2052,77,74,,77,,,,,,,,
Ganjam,Keluapali,2005,October,,1288,1288,48,46,,48,,,,,,,,
Ganjam,Keluapali,2005,November,,1424,1424,52,48,,52,,,,,,,,
Ganjam,Keluapali,2005,December,,964,964,46,44,,46,,,,,,,,
Ganjam,Khandadeuli,2005,January,,518,448,10,9,,10,,,,,,,,
Ganjam,Khandadeuli,2005,February,,1133,1133,7,6,,7,,,,,,,,
Ganjam,Khandadeuli,2005,March,,1081,1081,21,21,,21,,,,,,,,
Ganjam,Khandadeuli,2005,April,,660,660,19,16,,19,,,,,,,,
Ganjam,Khandadeuli,2005,May,,740,740,20,18,,20,,,,,,,,
Ganjam,Khandadeuli,2005,June,,736,736,14,13,,14,,,,,,,,
Ganjam,Khandadeuli,2005,July,,1013,1013,20,17,,20,,,,,,,,
Ganjam,Khandadeuli,2005,August,,1315,1315,81,79,,81,,,,,,,,
Ganjam,Khandadeuli,2005,September,,1108,1108,92,89,,92,,,,,,,,
Ganjam,Khandadeuli,2005,October,,498,498,11,11,,11,,,,,,,,
Ganjam,Khandadeuli,2005,November,,1021,1021,24,24,,24,,,,,,,,
Ganjam,Khandadeuli,2005,December,,1332,1332,20,20,,20,,,,,,,,
Ganjam,Khallikot,2005,January,,912,912,14,12,,132,,,,,,,,
Ganjam,Khallikot,2005,February,,1038,1038,31,27,,31,,,,,,,,
Ganjam,Khallikot,2005,March,,929,929,50,38,,50,,,,,,,,
Ganjam,Khallikot,2005,April,,754,754,49,42,,49,,,,,,,,
Ganjam,Khallikot,2005,May,,630,630,36,32,,36,,,,,,,,
Ganjam,Khallikot,2005,June,,965,965,60,50,,60,,,,,,,,
Ganjam,Khallikot,2005,July,,1087,1087,40,35,,40,,,,,,,,
Ganjam,Khallikot,2005,August,,1348,1348,54,47,,54,,,,,,,,
Ganjam,Khallikot,2005,September,,1132,1132,43,40,,43,,,,,,,,
Ganjam,Khallikot,2005,October,,851,851,39,36,,39,,,,,,,,
Ganjam,Khallikot,2005,November,,773,773,59,53,,59,,,,,,,,
Ganjam,Khallikot,2005,December,,951,951,42,37,,42,,,,,,,,
Ganjam,Kabisuryanagar,2005,January,,533,533,25,21,,20,,,,,,,,
Ganjam,Kabisuryanagar,2005,February,,1108,1108,25,19,,20,,,,,,,,
Ganjam,Kabisuryanagar,2005,March,,926,926,34,25,,34,,,,,,,,
Ganjam,Kabisuryanagar,2005,April,,833,833,25,11,,25,,,,,,,,
Ganjam,Kabisuryanagar,2005,May,,899,899,25,8,,25,,,,,,,,
Ganjam,Kabisuryanagar,2005,June,,983,983,10,7,,10,,,,,,,,
Ganjam,Kabisuryanagar,2005,July,,1041,1041,67,46,,65,,,,,,,,
Ganjam,Kabisuryanagar,2005,August,,1349,1349,126,99,,119,,,,,,,,
Ganjam,Kabisuryanagar,2005,September,,1248,1248,80,68,,78,,,,,,,,
Ganjam,Kabisuryanagar,2005,October,,1095,1095,34,27,,34,,,,,,,,
Ganjam,Kabisuryanagar,2005,November,,1502,1502,177,96,,133,,,,,,,,
Ganjam,Kabisuryanagar,2005,December,,885,885,48,21,,48,,,,,,,,
Ganjam,Muneipentha,2005,January,,779,779,9,9,,9,,,,,,,,
Ganjam,Muneipentha,2005,February,,810,810,27,21,,27,,,,,,,,
Ganjam,Muneipentha,2005,March,,635,635,29,24,,29,,,,,,,,
Ganjam,Muneipentha,2005,April,,876,876,52,45,,52,,,,,,,,
Ganjam,Muneipentha,2005,May,,550,550,7,5,,7,,,,,,,,
Ganjam,Muneipentha,2005,June,,2389,1406,33,28,,33,,,,,,,,
Ganjam,Muneipentha,2005,July,,1451,938,37,35,,17,,,,,,,,
Ganjam,Muneipentha,2005,August,,1313,1313,26,24,,26,,,,,,,,
Ganjam,Muneipentha,2005,September,,1241,1241,29,23,,29,,,,,,,,
Ganjam,Muneipentha,2005,October,,1143,1143,35,29,,35,,,,,,,,
Ganjam,Muneipentha,2005,November,,899,899,30,29,,30,,,,,,,,
Ganjam,Muneipentha,2005,December,,1300,1300,31,27,,25,,,,,,,,
Ganjam,Patrapur,2005,January,,729,729,35,29,,32,,,,,,,,
Ganjam,Patrapur,2005,February,,1993,1993,108,89,,108,,,,,,,,
Ganjam,Patrapur,2005,March,,1425,1425,76,53,,63,,,,,,,,
Ganjam,Patrapur,2005,April,,954,954,29,23,,29,,,,,,,,
Ganjam,Patrapur,2005,May,,1071,1071,38,27,,38,,,,,,,,
Ganjam,Patrapur,2005,June,,1225,1225,63,50,,63,,,,,,,,
Ganjam,Patrapur,2005,July,,1571,1571,80,61,,80,,,,,,,,
Ganjam,Patrapur,2005,August,,2125,2125,99,84,,99,,,,,,,,
Ganjam,Patrapur,2005,September,,2403,2403,99,81,,99,,,,,,,,
Ganjam,Patrapur,2005,October,,1140,1140,55,45,,55,,,,,,,,
Ganjam,Patrapur,2005,November,,1930,1930,90,79,,82,,,,,,,,
Ganjam,Patrapur,2005,December,,1261,1261,65,57,,65,,,,,,,,
Ganjam,Polsara,2005,January,,830,830,49,48,,48,,,,,,,,
Ganjam,Polsara,2005,February,,1136,1136,65,60,,65,,,,,,,,
Ganjam,Polsara,2005,March,,891,891,57,53,,57,,,,,,,,
Ganjam,Polsara,2005,April,,764,764,45,41,,45,,,,,,,,
Ganjam,Polsara,2005,May,,977,977,50,50,,50,,,,,,,,
Ganjam,Polsara,2005,June,,1278,1278,489,46,,48,,,,,,,,
Ganjam,Polsara,2005,July,,1342,1342,74,68,,74,,,,,,,,
Ganjam,Polsara,2005,August,,1871,1871,159,147,,159,,,,,,,,
Ganjam,Polsara,2005,September,,2128,2128,187,178,,187,,,,,,,,
Ganjam,Polsara,2005,October,,1064,1064,104,96,,104,,,,,,,,
Ganjam,Polsara,2005,November,,1103,1103,126,110,,126,,,,,,,,
Ganjam,Polsara,2005,December,,1237,1237,110,103,,110,,,,,,,,
Ganjam,Sumandal,2005,January,,815,815,32,13,,14,,,,,,,,
Ganjam,Sumandal,2005,February,,1109,1109,40,29,,20,,,,,,,,
Ganjam,Sumandal,2005,March,,1084,1084,47,25,,22,,,,,,,,
Ganjam,Sumandal,2005,April,,885,885,38,21,,23,,,,,,,,
Ganjam,Sumandal,2005,May,,899,899,34,14,,18,,,,,,,,
Ganjam,Sumandal,2005,June,,916,916,34,16,,19,,,,,,,,
Ganjam,Sumandal,2005,July,,1005,1005,36,18,,26,,,,,,,,
Ganjam,Sumandal,2005,August,,1288,1288,42,30,,37,,,,,,,,
Ganjam,Sumandal,2005,September,,1119,1119,46,27,,42,,,,,,,,
Ganjam,Sumandal,2005,October,,932,932,36,19,,34,,,,,,,,
Ganjam,Sumandal,2005,November,,952,952,28,15,,25,,,,,,,,
Ganjam,Sumandal,2005,December,,961,961,60,17,,27,,,,,,,,
Ganjam,Shergarh,2005,January,,1188,1188,22,20,,22,,,,,,,,
Ganjam,Shergarh,2005,February,,1193,1193,24,19,,24,,,,,,,,
