STATION,NAME,DATE,TMAX,TMIN
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/26/2009,86,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/27/2009,84,67
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/28/2009,88,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/29/2009,81,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/30/2009,86,71
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/31/2009,86,67
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/1/2009,85,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/2/2009,75,67
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/3/2009,85,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/4/2009,86,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/5/2009,88,67
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/6/2009,79,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/7/2009,81,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/8/2009,78,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/9/2009,78,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/10/2009,94,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/11/2009,88,72
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/12/2009,80,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/13/2009,74,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/14/2009,87,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/15/2009,89,67
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/16/2009,91,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/17/2009,93,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/18/2009,90,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/19/2009,89,71
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/20/2009,90,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/21/2009,91,71
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/22/2009,82,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/23/2009,85,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/24/2009,83,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/25/2009,85,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/26/2009,86,67
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/27/2009,79,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/28/2009,69,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/29/2009,72,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/30/2009,82,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/31/2009,72,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/1/2009,74,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/2/2009,78,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/3/2009,79,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/4/2009,83,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/5/2009,83,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/6/2009,75,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/7/2009,76,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/8/2009,76,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/9/2009,76,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/10/2009,69,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/11/2009,64,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/12/2009,67,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/13/2009,81,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/14/2009,79,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/15/2009,79,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/16/2009,67,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/17/2009,63,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/18/2009,75,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/19/2009,70,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/20/2009,74,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/21/2009,76,46
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/22/2009,74,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/23/2009,81,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/24/2009,82,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/25/2009,68,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/26/2009,64,46
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/27/2009,68,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/28/2009,75,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/29/2009,67,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/30/2009,59,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/1/2009,55,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/2/2009,64,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/3/2009,71,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/4/2009,75,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/5/2009,68,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/6/2009,67,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/7/2009,69,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/8/2009,64,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/9/2009,68,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/10/2009,64,43
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/11/2009,64,37
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/12/2009,52,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/13/2009,64,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/14/2009,52,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/15/2009,44,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/16/2009,45,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/17/2009,47,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/18/2009,45,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/19/2009,58,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/20/2009,68,33
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/21/2009,70,43
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/22/2009,77,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/23/2009,60,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/24/2009,70,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/25/2009,64,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/26/2009,61,37
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/27/2009,54,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/28/2009,56,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/29/2009,62,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/30/2009,58,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/31/2009,71,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/1/2009,58,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/2/2009,57,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/3/2009,62,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/4/2009,51,33
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/5/2009,52,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/6/2009,49,30
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/7/2009,52,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/8/2009,72,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/9/2009,69,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/10/2009,67,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/11/2009,56,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/12/2009,52,46
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/13/2009,55,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/14/2009,56,51
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/15/2009,68,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/16/2009,60,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/17/2009,57,37
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/18/2009,54,32
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/19/2009,59,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/20/2009,62,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/21/2009,58,37
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/22/2009,55,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/23/2009,50,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/24/2009,60,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/25/2009,50,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/26/2009,57,46
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/27/2009,49,43
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/28/2009,50,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/29/2009,60,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/30/2009,52,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/1/2009,46,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/2/2009,57,27
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/3/2009,67,43
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/4/2009,50,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/5/2009,42,33
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/6/2009,38,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/7/2009,36,25
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/8/2009,44,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/9/2009,45,32
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/10/2009,42,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/11/2009,28,20
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/12/2009,37,19
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/13/2009,41,19
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/14/2009,45,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/15/2009,50,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/16/2009,41,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/17/2009,30,19
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/18/2009,32,14
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/19/2009,26,20
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/20/2009,33,20
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/21/2009,36,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/22/2009,35,21
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/23/2009,30,17
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/24/2009,39,16
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/25/2009,38,23
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/26/2009,52,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/27/2009,55,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/28/2009,39,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/29/2009,30,14
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/30/2009,32,17
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/31/2009,36,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/1/2010,42,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/2/2010,32,15
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/3/2010,22,16
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/4/2010,29,18
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/5/2010,30,19
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/6/2010,34,25
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/7/2010,37,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/8/2010,32,21
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/9/2010,30,15
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/10/2010,29,13
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/11/2010,30,14
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/12/2010,35,22
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/13/2010,34,22
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/14/2010,42,19
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/15/2010,50,21
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/16/2010,50,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/17/2010,38,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/18/2010,52,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/19/2010,43,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/20/2010,41,24
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/21/2010,42,20
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/22/2010,44,25
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/23/2010,41,22
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/24/2010,46,22
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/25/2010,60,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/26/2010,46,32
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/27/2010,38,27
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/28/2010,40,18
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/29/2010,23,14
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/30/2010,20,11
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/31/2010,30,11
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/1/2010,35,22
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/2/2010,33,19
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/3/2010,39,27
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/4/2010,37,25
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/5/2010,35,22
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/6/2010,32,19
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/7/2010,35,15
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/8/2010,37,21
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/9/2010,42,23
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/10/2010,36,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/11/2010,37,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/12/2010,38,23
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/13/2010,32,23
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/14/2010,39,27
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/15/2010,40,25
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/16/2010,34,27
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/17/2010,34,19
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/18/2010,40,32
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/19/2010,44,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/20/2010,44,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/21/2010,46,30
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/22/2010,43,25
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/23/2010,36,33
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/24/2010,41,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/25/2010,37,27
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/26/2010,36,25
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/27/2010,39,27
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/28/2010,41,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/1/2010,48,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/2/2010,46,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/3/2010,40,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/4/2010,47,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/5/2010,49,33
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/6/2010,54,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/7/2010,57,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/8/2010,60,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/9/2010,61,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/10/2010,57,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/11/2010,53,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/12/2010,44,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/13/2010,48,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/14/2010,50,43
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/15/2010,47,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/16/2010,63,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/17/2010,67,32
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/18/2010,69,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/19/2010,72,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/20/2010,75,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/21/2010,68,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/22/2010,57,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/23/2010,54,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/24/2010,61,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/25/2010,65,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/26/2010,53,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/27/2010,44,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/28/2010,48,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/29/2010,55,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/30/2010,49,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/31/2010,59,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/1/2010,73,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/2/2010,70,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/3/2010,72,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/4/2010,76,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/5/2010,80,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/6/2010,85,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/7/2010,91,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/8/2010,85,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/9/2010,65,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/10/2010,63,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/11/2010,75,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/12/2010,66,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/13/2010,55,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/14/2010,67,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/15/2010,72,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/16/2010,58,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/17/2010,54,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/18/2010,55,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/19/2010,62,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/20/2010,70,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/21/2010,69,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/22/2010,71,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/23/2010,68,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/24/2010,70,37
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/25/2010,50,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/26/2010,52,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/27/2010,57,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/28/2010,57,33
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/29/2010,70,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/30/2010,81,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/1/2010,92,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/2/2010,89,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/3/2010,82,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/4/2010,80,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/5/2010,81,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/6/2010,79,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/7/2010,73,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/8/2010,76,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/9/2010,53,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/10/2010,60,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/11/2010,57,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/12/2010,47,43
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/13/2010,68,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/14/2010,82,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/15/2010,74,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/16/2010,72,51
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/17/2010,74,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/18/2010,59,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/19/2010,64,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/20/2010,83,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/21/2010,87,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/22/2010,75,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/23/2010,73,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/24/2010,75,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/25/2010,84,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/26/2010,93,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/27/2010,82,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/28/2010,72,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/29/2010,78,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/30/2010,86,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/31/2010,89,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/1/2010,84,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/2/2010,87,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/3/2010,88,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/4/2010,87,67
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/5/2010,87,73
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/6/2010,90,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/7/2010,75,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/8/2010,73,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/9/2010,67,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/10/2010,80,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/11/2010,73,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/12/2010,84,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/13/2010,81,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/14/2010,82,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/15/2010,82,59
