STATION,NAME,DATE,TMAX,TMIN
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/1/2004,64,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/2/2004,68,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/3/2004,58,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/4/2004,50,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/5/2004,46,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/6/2004,62,43
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/7/2004,51,37
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/8/2004,41,32
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/9/2004,41,30
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/10/2004,45,33
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/11/2004,55,33
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/12/2004,46,32
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/13/2004,42,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/14/2004,42,20
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/15/2004,57,33
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/16/2004,39,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/17/2004,30,25
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/18/2004,41,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/19/2004,42,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/20/2004,50,20
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/21/2004,47,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/22/2004,34,22
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/23/2004,46,16
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/24/2004,60,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/25/2004,51,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/26/2004,69,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/27/2004,70,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/28/2004,61,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/29/2004,54,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/30/2004,44,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/31/2004,48,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/1/2004,49,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/2/2004,48,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/3/2004,52,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/4/2004,51,30
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/5/2004,43,27
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/6/2004,54,30
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/7/2004,67,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/8/2004,56,33
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/9/2004,60,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/10/2004,62,32
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/11/2004,51,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/12/2004,54,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/13/2004,59,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/14/2004,59,46
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/15/2004,60,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/16/2004,65,33
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/17/2004,79,43
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/18/2004,76,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/19/2004,88,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/20/2004,75,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/21/2004,61,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/22/2004,81,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/23/2004,61,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/24/2004,68,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/25/2004,55,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/26/2004,57,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/27/2004,66,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/28/2004,58,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/29/2004,78,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/30/2004,79,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/1/2004,80,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/2/2004,72,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/3/2004,69,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/4/2004,60,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/5/2004,65,37
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/6/2004,72,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/7/2004,82,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/8/2004,58,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/9/2004,72,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/10/2004,75,51
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/11/2004,87,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/12/2004,86,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/13/2004,88,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/14/2004,73,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/15/2004,87,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/16/2004,79,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/17/2004,72,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/18/2004,82,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/19/2004,73,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/20/2004,71,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/21/2004,80,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/22/2004,87,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/23/2004,90,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/24/2004,88,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/25/2004,81,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/26/2004,62,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/27/2004,76,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/28/2004,76,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/29/2004,66,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/30/2004,75,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/31/2004,63,51
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/1/2004,71,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/2/2004,79,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/3/2004,76,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/4/2004,73,51
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/5/2004,62,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/6/2004,60,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/7/2004,83,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/8/2004,86,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/9/2004,93,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/10/2004,80,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/11/2004,69,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/12/2004,76,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/13/2004,75,51
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/14/2004,81,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/15/2004,89,71
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/16/2004,88,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/17/2004,87,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/18/2004,89,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/19/2004,81,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/20/2004,73,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/21/2004,80,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/22/2004,73,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/23/2004,82,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/24/2004,83,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/25/2004,82,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/26/2004,77,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/27/2004,78,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/28/2004,77,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/29/2004,79,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/30/2004,83,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/1/2004,84,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/2/2004,89,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/3/2004,83,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/4/2004,84,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/5/2004,91,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/6/2004,82,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/7/2004,87,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/8/2004,87,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/9/2004,78,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/10/2004,86,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/11/2004,87,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/12/2004,72,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/13/2004,69,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/14/2004,78,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/15/2004,78,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/16/2004,79,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/17/2004,86,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/18/2004,72,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/19/2004,79,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/20/2004,85,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/21/2004,88,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/22/2004,88,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/23/2004,77,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/24/2004,78,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/25/2004,77,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/26/2004,80,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/27/2004,71,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/28/2004,77,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/29/2004,84,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/30/2004,85,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/31/2004,87,71
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/1/2004,83,74
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/2/2004,87,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/3/2004,88,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/4/2004,87,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/5/2004,78,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/6/2004,73,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/7/2004,70,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/8/2004,79,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/9/2004,85,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/10/2004,85,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/11/2004,82,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/12/2004,81,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/13/2004,78,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/14/2004,78,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/15/2004,74,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/16/2004,75,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/17/2004,79,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/18/2004,80,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/19/2004,84,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/20/2004,89,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/21/2004,82,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/22/2004,76,51
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/23/2004,82,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/24/2004,78,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/25/2004,76,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/26/2004,76,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/27/2004,83,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/28/2004,89,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/29/2004,88,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/30/2004,86,72
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/31/2004,84,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/1/2004,83,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/2/2004,80,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/3/2004,82,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/4/2004,87,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/5/2004,71,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/6/2004,76,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/7/2004,82,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/8/2004,77,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/9/2004,84,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/10/2004,80,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/11/2004,74,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/12/2004,79,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/13/2004,84,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/14/2004,72,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/15/2004,73,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/16/2004,80,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/17/2004,78,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/18/2004,75,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/19/2004,67,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/20/2004,72,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/21/2004,80,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/22/2004,84,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/23/2004,84,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/24/2004,77,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/25/2004,77,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/26/2004,78,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/27/2004,77,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/28/2004,71,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/29/2004,66,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/30/2004,62,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/1/2004,73,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/2/2004,69,51
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/3/2004,68,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/4/2004,73,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/5/2004,61,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/6/2004,65,37
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/7/2004,77,43
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/8/2004,77,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/9/2004,71,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/10/2004,66,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/11/2004,60,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/12/2004,65,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/13/2004,70,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/14/2004,61,46
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/15/2004,64,51
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/16/2004,60,43
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/17/2004,54,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/18/2004,58,37
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/19/2004,49,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/20/2004,55,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/21/2004,53,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/22/2004,58,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/23/2004,55,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/24/2004,53,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/25/2004,56,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/26/2004,62,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/27/2004,63,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/28/2004,57,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/29/2004,55,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/30/2004,62,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/31/2004,73,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/1/2004,60,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/2/2004,59,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/3/2004,60,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/4/2004,46,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/5/2004,54,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/6/2004,60,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/7/2004,70,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/8/2004,57,32
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/9/2004,44,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/10/2004,44,23
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/11/2004,57,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/12/2004,45,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/13/2004,44,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/14/2004,51,23
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/15/2004,62,32
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/16/2004,60,33
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/17/2004,59,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/18/2004,58,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/19/2004,64,46
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/20/2004,51,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/21/2004,55,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/22/2004,54,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/23/2004,53,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/24/2004,63,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/25/2004,66,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/26/2004,45,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/27/2004,53,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/28/2004,61,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/29/2004,52,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/30/2004,51,32
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/1/2004,56,43
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/2/2004,46,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/3/2004,47,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/4/2004,43,22
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/5/2004,55,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/6/2004,37,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/7/2004,44,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/8/2004,57,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/9/2004,47,30
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/10/2004,45,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/11/2004,50,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/12/2004,44,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/13/2004,46,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/14/2004,36,24
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/15/2004,33,19
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/16/2004,42,20
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/17/2004,44,25
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/18/2004,42,18
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/19/2004,41,17
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/20/2004,17,7
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/21/2004,31,9
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/22/2004,50,20
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/23/2004,59,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/24/2004,37,20
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/25/2004,31,17
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/26/2004,30,18
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/27/2004,26,16
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/28/2004,28,9
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/29/2004,45,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/30/2004,45,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/31/2004,54,33
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/1/2005,59,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/2/2005,42,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/3/2005,55,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/4/2005,49,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/5/2005,43,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/6/2005,34,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/7/2005,39,32
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/8/2005,39,32
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/9/2005,36,32
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/10/2005,47,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/11/2005,36,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/12/2005,37,33
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/13/2005,58,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/14/2005,68,30
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/15/2005,31,22
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/16/2005,30,21
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/17/2005,27,16
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/18/2005,16,6
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/19/2005,21,5
