,Year,Month,Region,Min_Temp,Max_Temp,Precipitation,Malaria_Cases,Literacy_Rate
0,2003,1,Angul,13.6,27.1,2,805.0,78.96
1,2003,2,Angul,17.5,31.0,27,807.0,78.96
2,2003,3,Angul,20.6,34.9,47,1057.0,78.96
3,2003,4,Angul,26.3,40.0,6,1029.0,78.96
4,2003,5,Angul,28.5,41.400000000000006,14,707.0,78.96
5,2003,6,Angul,27.700000000000003,37.5,274,922.0,78.96
6,2003,7,Angul,25.3,31.4,318,2045.0,78.96
7,2003,8,Angul,25.4,31.3,340,1463.0,78.96
8,2003,9,Angul,24.9,31.6,248,1305.0,78.96
9,2003,10,Angul,22.4,30.9,341,1191.0,78.96
10,2003,11,Angul,17.6,28.6,6,1093.0,78.96
11,2003,12,Angul,14.4,26.5,13,435.0,78.96
12,2004,1,Angul,13.5,27.0,13,943.0,78.96
13,2004,2,Angul,16.400000000000002,30.0,6,986.0,78.96
14,2004,3,Angul,22.1,36.4,2,874.0,78.96
15,2004,4,Angul,25.4,39.1,71,996.0,78.96
16,2004,5,Angul,27.8,40.8,29,1023.0,78.96
17,2004,6,Angul,26.8,36.6,146,1034.0,78.96
18,2004,7,Angul,25.1,31.200000000000003,201,1883.0,78.96
19,2004,8,Angul,25.4,31.4,272,1677.0,78.96
20,2004,9,Angul,25.3,32.1,189,1804.0,78.96
21,2004,10,Angul,22.1,30.6,174,1468.0,78.96
22,2004,11,Angul,17.400000000000002,28.4,0,1418.0,78.96
23,2004,12,Angul,14.3,27.700000000000003,0,1436.0,78.96
24,2005,1,Angul,14.8,28.200000000000003,18,2081.0,78.96
25,2005,2,Angul,18.5,32.0,4,1216.0,78.96
26,2005,3,Angul,22.0,36.3,58,1421.0,78.96
27,2005,4,Angul,25.5,39.2,31,1358.0,78.96
28,2005,5,Angul,27.6,40.6,57,1049.0,78.96
29,2005,6,Angul,28.700000000000003,38.6,157,932.0,78.96
30,2005,7,Angul,25.200000000000003,31.4,277,1338.0,78.96
31,2005,8,Angul,25.9,31.9,249,2084.0,78.96
32,2005,9,Angul,24.8,32.2,476,2205.0,78.96
33,2005,10,Angul,22.5,31.0,189,1513.0,78.96
34,2005,11,Angul,16.7,27.700000000000003,1,2628.0,78.96
35,2005,12,Angul,13.2,26.700000000000003,1,1372.0,78.96
36,2006,1,Angul,14.3,27.700000000000003,0,1048.0,78.96
37,2006,2,Angul,18.9,32.5,0,746.0,78.96
38,2006,3,Angul,21.0,35.300000000000004,34,880.0,78.96
39,2006,4,Angul,25.0,38.6,34,1180.0,78.96
40,2006,5,Angul,26.0,39.0,78,1084.0,78.96
41,2006,6,Angul,26.3,36.2,240,1027.0,78.96
42,2006,7,Angul,25.6,31.700000000000003,392,1863.0,78.96
43,2006,8,Angul,25.0,31.0,552,1328.0,78.96
44,2006,9,Angul,25.200000000000003,31.9,325,1162.0,78.96
45,2006,10,Angul,23.4,31.9,63,1373.0,78.96
46,2006,11,Angul,18.4,29.4,10,1535.0,78.96
47,2006,12,Angul,14.9,28.4,0,2419.0,78.96
48,2007,1,Angul,14.8,28.3,0,1102.0,78.96
49,2007,2,Angul,17.1,30.700000000000003,94,1094.0,78.96
50,2007,3,Angul,21.0,35.300000000000004,4,1266.0,78.96
51,2007,4,Angul,25.4,39.1,31,1114.0,78.96
52,2007,5,Angul,27.4,40.3,46,873.0,78.96
53,2007,6,Angul,26.6,36.4,182,1076.0,78.96
54,2007,7,Angul,25.700000000000003,31.8,235,1933.0,78.96
55,2007,8,Angul,25.6,31.6,368,1622.0,78.96
56,2007,9,Angul,24.700000000000003,31.4,459,1301.0,78.96
57,2007,10,Angul,22.5,31.0,66,2750.0,78.96
58,2007,11,Angul,18.0,29.0,10,1248.0,78.96
59,2007,12,Angul,14.3,27.700000000000003,0,1091.0,78.96
60,2008,1,Angul,14.4,27.9,37,826.0,78.96
61,2008,2,Angul,15.6,29.200000000000003,47,961.0,78.96
62,2008,3,Angul,21.5,35.7,12,935.0,78.96
63,2008,4,Angul,25.1,38.8,41,875.0,78.96
64,2008,5,Angul,27.700000000000003,40.7,80,942.0,78.96
65,2008,6,Angul,25.1,34.9,425,1145.0,78.96
66,2008,7,Angul,25.1,31.200000000000003,238,1860.0,78.96
67,2008,8,Angul,25.1,31.1,314,1553.0,78.96
68,2008,9,Angul,24.700000000000003,31.5,442,1338.0,78.96
69,2008,10,Angul,23.0,31.5,28,1456.0,78.96
70,2008,11,Angul,18.3,29.3,2,1468.0,78.96
71,2008,12,Angul,15.6,29.0,0,1336.0,78.96
72,2009,1,Angul,16.400000000000002,29.9,1,1237.0,78.96
73,2009,2,Angul,19.200000000000003,32.7,0,994.0,78.96
74,2009,3,Angul,22.200000000000003,36.5,4,1182.0,78.96
75,2009,4,Angul,26.700000000000003,40.400000000000006,0,1213.0,78.96
76,2009,5,Angul,27.200000000000003,40.1,69,820.0,78.96
77,2009,6,Angul,28.4,38.2,89,1205.0,78.96
78,2009,7,Angul,25.200000000000003,31.3,426,1657.0,78.96
79,2009,8,Angul,26.1,32.1,303,1694.0,78.96
80,2009,9,Angul,25.6,32.4,213,1589.0,78.96
81,2009,10,Angul,22.1,30.700000000000003,87,1372.0,78.96
82,2009,11,Angul,18.3,29.3,17,1196.0,78.96
83,2009,12,Angul,14.5,28.0,0,1360.0,78.96
84,2010,1,Angul,13.6,27.0,7,1284.0,78.96
85,2010,2,Angul,18.1,31.700000000000003,2,1234.0,78.96
86,2010,3,Angul,23.3,37.6,7,1163.0,78.96
87,2010,4,Angul,27.700000000000003,41.3,3,1143.0,78.96
88,2010,5,Angul,27.0,39.900000000000006,137,1109.0,78.96
89,2010,6,Angul,27.3,37.1,224,1272.0,78.96
90,2010,7,Angul,25.8,31.9,266,2261.0,78.96
91,2010,8,Angul,25.9,31.9,266,2942.0,78.96
92,2010,9,Angul,25.5,32.2,309,2097.0,78.96
93,2010,10,Angul,23.1,31.6,132,1493.0,78.96
94,2010,11,Angul,19.5,30.5,27,1461.0,78.96
95,2010,12,Angul,13.4,26.9,21,1437.0,78.96
96,2011,1,Angul,13.3,26.8,0,1005.0,78.96
97,2011,2,Angul,17.2,30.700000000000003,45,893.0,78.96
98,2011,3,Angul,21.700000000000003,36.0,3,224.0,78.96
99,2011,4,Angul,23.9,37.6,31,897.0,78.96
100,2011,5,Angul,27.4,40.3,98,919.0,78.96
101,2011,6,Angul,26.0,35.800000000000004,270,651.0,78.96
102,2011,7,Angul,25.6,31.700000000000003,330,878.0,78.96
103,2011,8,Angul,25.1,31.1,384,1253.0,78.96
104,2011,9,Angul,24.8,31.5,317,843.0,78.96
105,2011,10,Angul,23.1,31.6,28,729.0,78.96
106,2011,11,Angul,18.0,29.1,0,680.0,78.96
107,2011,12,Angul,14.2,27.6,0,607.0,78.96
108,2012,1,Angul,14.1,27.5,42,477.0,78.96
109,2012,2,Angul,17.3,30.9,1,434.0,78.96
110,2012,3,Angul,22.0,36.3,0,652.0,78.96
111,2012,4,Angul,25.5,39.1,78,562.0,78.96
112,2012,5,Angul,28.200000000000003,41.2,18,409.0,78.96
113,2012,6,Angul,29.1,38.900000000000006,196,379.0,78.96
114,2012,7,Angul,25.3,31.4,435,584.0,78.96
115,2012,8,Angul,25.3,31.3,254,1023.0,78.96
116,2012,9,Angul,25.1,31.8,181,707.0,78.96
117,2012,10,Angul,21.700000000000003,31.200000000000003,48,738.0,78.96
118,2012,11,Angul,17.400000000000002,28.5,68,824.0,78.96
119,2012,12,Angul,14.1,27.6,1,878.0,78.96
120,2013,1,Angul,14.2,27.700000000000003,2,840.0,78.96
121,2013,2,Angul,16.7,30.3,6,610.0,78.96
122,2013,3,Angul,21.6,35.9,2,892.0,78.96
123,2013,4,Angul,24.9,38.2,49,660.0,78.96
124,2013,5,Angul,27.9,39.5,46,490.0,78.96
125,2013,6,Angul,25.3,35.6,302,540.0,78.96
126,2013,7,Angul,25.0,31.5,278,1437.0,78.96
127,2013,8,Angul,24.9,31.1,172,1123.0,78.96
128,2013,9,Angul,25.3,32.2,290,940.0,78.96
129,2013,10,Angul,22.8,30.1,289,1075.0,78.96
130,2013,11,Angul,16.2,28.700000000000003,1,1377.0,78.96
131,2013,12,Angul,14.0,26.6,0,1549.0,78.96
132,2003,1,Balasore,12.5,27.1,0,94.0,80.66
133,2003,2,Balasore,18.2,30.5,18,98.0,80.66
134,2003,3,Balasore,21.200000000000003,32.7,50,151.0,80.66
135,2003,4,Balasore,25.3,36.3,23,167.0,80.66
136,2003,5,Balasore,27.0,35.9,66,188.0,80.66
137,2003,6,Balasore,27.4,34.300000000000004,326,148.0,80.66
138,2003,7,Balasore,26.8,31.6,273,171.0,80.66
139,2003,8,Balasore,26.6,31.9,285,267.0,80.66
140,2003,9,Balasore,26.4,31.700000000000003,256,245.0,80.66
141,2003,10,Balasore,24.0,31.200000000000003,482,215.0,80.66
142,2003,11,Balasore,18.8,29.700000000000003,35,255.0,80.66
143,2003,12,Balasore,14.4,25.8,17,115.0,80.66
144,2004,1,Balasore,13.7,26.4,5,100.0,80.66
145,2004,2,Balasore,16.900000000000002,29.8,3,88.0,80.66
146,2004,3,Balasore,21.8,35.4,16,123.0,80.66
147,2004,4,Balasore,24.8,35.5,112,139.0,80.66
148,2004,5,Balasore,27.1,36.1,46,190.0,80.66
149,2004,6,Balasore,26.4,33.0,192,111.0,80.66
150,2004,7,Balasore,26.8,31.200000000000003,170,147.0,80.66
151,2004,8,Balasore,26.1,31.4,318,183.0,80.66
152,2004,9,Balasore,25.8,32.1,350,236.0,80.66
153,2004,10,Balasore,23.1,30.4,346,145.0,80.66
154,2004,11,Balasore,18.6,29.0,0,122.0,80.66
155,2004,12,Balasore,14.8,28.6,0,124.0,80.66
156,2005,1,Balasore,15.1,26.8,26,88.0,80.66
157,2005,2,Balasore,18.8,30.700000000000003,0,128.0,80.66
158,2005,3,Balasore,22.1,34.6,85,154.0,80.66
159,2005,4,Balasore,24.5,35.9,75,182.0,80.66
160,2005,5,Balasore,26.3,35.6,99,197.0,80.66
161,2005,6,Balasore,27.6,35.0,191,180.0,80.66
162,2005,7,Balasore,26.6,31.0,258,280.0,80.66
163,2005,8,Balasore,27.0,31.3,281,378.0,80.66
164,2005,9,Balasore,25.5,31.9,433,290.0,80.66
165,2005,10,Balasore,24.5,29.6,260,263.0,80.66
166,2005,11,Balasore,17.3,29.4,0,298.0,80.66
167,2005,12,Balasore,14.6,27.700000000000003,0,260.0,80.66
168,2006,1,Balasore,13.3,28.8,0,177.0,80.66
169,2006,2,Balasore,18.7,33.300000000000004,0,237.0,80.66
170,2006,3,Balasore,21.8,34.300000000000004,20,214.0,80.66
171,2006,4,Balasore,24.9,35.1,37,162.0,80.66
172,2006,5,Balasore,26.200000000000003,35.2,131,119.0,80.66
173,2006,6,Balasore,26.3,33.6,215,168.0,80.66
174,2006,7,Balasore,26.0,31.6,400,281.0,80.66
175,2006,8,Balasore,26.200000000000003,31.1,501,166.0,80.66
176,2006,9,Balasore,26.3,31.9,461,139.0,80.66
177,2006,10,Balasore,24.700000000000003,31.1,139,200.0,80.66
178,2006,11,Balasore,20.1,29.1,15,205.0,80.66
179,2006,12,Balasore,15.3,28.5,0,125.0,80.66
180,2007,1,Balasore,13.5,27.9,0,72.0,80.66
181,2007,2,Balasore,17.900000000000002,29.3,87,51.0,80.66
182,2007,3,Balasore,20.200000000000003,33.6,14,81.0,80.66
183,2007,4,Balasore,24.3,36.3,49,126.0,80.66
184,2007,5,Balasore,26.1,35.7,117,102.0,80.66
185,2007,6,Balasore,26.1,34.0,210,57.0,80.66
186,2007,7,Balasore,26.700000000000003,31.1,364,74.0,80.66
187,2007,8,Balasore,27.200000000000003,31.6,416,96.0,80.66
188,2007,9,Balasore,26.6,31.4,534,97.0,80.66
189,2007,10,Balasore,24.3,31.1,106,120.0,80.66
190,2007,11,Balasore,18.7,29.9,17,100.0,80.66
191,2007,12,Balasore,14.5,28.1,0,72.0,80.66
192,2008,1,Balasore,14.9,27.200000000000003,44,49.0,80.66
193,2008,2,Balasore,16.2,28.700000000000003,38,50.0,80.66
194,2008,3,Balasore,21.700000000000003,34.4,8,72.0,80.66
195,2008,4,Balasore,25.1,35.5,75,123.0,80.66
196,2008,5,Balasore,26.700000000000003,35.4,135,90.0,80.66
197,2008,6,Balasore,25.5,32.0,495,163.0,80.66
198,2008,7,Balasore,26.0,30.8,227,278.0,80.66
199,2008,8,Balasore,27.0,30.8,325,231.0,80.66
200,2008,9,Balasore,26.4,31.4,446,318.0,80.66
201,2008,10,Balasore,23.700000000000003,31.3,102,236.0,80.66
202,2008,11,Balasore,19.200000000000003,30.1,2,186.0,80.66
203,2008,12,Balasore,16.0,28.4,0,131.0,80.66
204,2009,1,Balasore,15.4,29.3,0,112.0,80.66
205,2009,2,Balasore,18.7,32.2,0,91.0,80.66
206,2009,3,Balasore,21.5,34.9,19,132.0,80.66
207,2009,4,Balasore,25.8,37.5,0,89.0,80.66
208,2009,5,Balasore,26.700000000000003,35.5,152,93.0,80.66
209,2009,6,Balasore,27.9,34.800000000000004,97,151.0,80.66
210,2009,7,Balasore,26.5,31.8,352,186.0,80.66
211,2009,8,Balasore,27.1,31.5,318,190.0,80.66
212,2009,9,Balasore,26.700000000000003,32.1,334,155.0,80.66
213,2009,10,Balasore,23.8,31.1,102,186.0,80.66
214,2009,11,Balasore,19.1,30.9,66,134.0,80.66
215,2009,12,Balasore,15.3,27.700000000000003,0,169.0,80.66
216,2010,1,Balasore,12.6,27.0,3,97.0,80.66
217,2010,2,Balasore,17.2,31.9,9,63.0,80.66
218,2010,3,Balasore,22.8,35.9,8,223.0,80.66
219,2010,4,Balasore,25.700000000000003,37.9,8,178.0,80.66
220,2010,5,Balasore,26.8,35.800000000000004,225,103.0,80.66
221,2010,6,Balasore,27.200000000000003,33.800000000000004,260,117.0,80.66
222,2010,7,Balasore,27.5,31.700000000000003,221,236.0,80.66
223,2010,8,Balasore,27.700000000000003,31.5,266,211.0,80.66
224,2010,9,Balasore,26.8,31.4,379,133.0,80.66
225,2010,10,Balasore,25.0,31.1,166,92.0,80.66
226,2010,11,Balasore,20.6,30.700000000000003,24,75.0,80.66
227,2010,12,Balasore,14.6,27.0,23,113.0,80.66
228,2011,1,Balasore,13.1,26.700000000000003,0,0.0,80.66
229,2011,2,Balasore,16.7,31.5,38,0.0,80.66
230,2011,3,Balasore,21.9,33.9,15,74.0,80.66
231,2011,4,Balasore,24.5,34.9,50,96.0,80.66
232,2011,5,Balasore,26.3,35.2,151,147.0,80.66
233,2011,6,Balasore,26.4,33.300000000000004,337,124.0,80.66
234,2011,7,Balasore,27.200000000000003,31.3,256,141.0,80.66
235,2011,8,Balasore,26.6,31.200000000000003,416,76.0,80.66
236,2011,9,Balasore,26.200000000000003,31.4,365,73.0,80.66
237,2011,10,Balasore,24.3,31.5,37,50.0,80.66
238,2011,11,Balasore,19.1,29.5,0,45.0,80.66
239,2011,12,Balasore,14.5,27.700000000000003,0,57.0,80.66
240,2012,1,Balasore,13.3,25.200000000000003,53,82.0,80.66
241,2012,2,Balasore,16.900000000000002,29.3,6,36.0,80.66
242,2012,3,Balasore,21.3,34.800000000000004,0,58.0,80.66
243,2012,4,Balasore,24.1,34.7,123,59.0,80.66
244,2012,5,Balasore,26.8,36.4,40,59.0,80.66
245,2012,6,Balasore,27.700000000000003,34.6,199,27.0,80.66
246,2012,7,Balasore,26.4,31.200000000000003,312,30.0,80.66
247,2012,8,Balasore,26.5,31.200000000000003,245,41.0,80.66
248,2012,9,Balasore,25.9,31.1,262,41.0,80.66
249,2012,10,Balasore,22.3,30.700000000000003,113,15.0,80.66
250,2012,11,Balasore,17.1,29.9,86,25.0,80.66
251,2012,12,Balasore,13.8,27.700000000000003,10,21.0,80.66
252,2013,1,Balasore,12.8,26.9,7,21.0,80.66
253,2013,2,Balasore,16.5,29.4,10,15.0,80.66
254,2013,3,Balasore,20.8,34.0,3,26.0,80.66
255,2013,4,Balasore,24.1,35.1,60,22.0,80.66
256,2013,5,Balasore,25.9,34.300000000000004,104,14.0,80.66
257,2013,6,Balasore,25.5,33.9,313,30.0,80.66
258,2013,7,Balasore,26.1,31.9,257,47.0,80.66
259,2013,8,Balasore,25.8,31.200000000000003,333,35.0,80.66
260,2013,9,Balasore,25.700000000000003,31.6,353,32.0,80.66
261,2013,10,Balasore,23.200000000000003,29.5,252,23.0,80.66
262,2013,11,Balasore,16.2,28.6,0,23.0,80.66
263,2013,12,Balasore,13.8,25.700000000000003,0,22.0,80.66
264,2003,1,Baragarh,13.6,28.200000000000003,4,242.0,75.16
265,2003,2,Baragarh,16.5,31.200000000000003,22,250.0,75.16
266,2003,3,Baragarh,19.6,35.0,54,389.0,75.16
267,2003,4,Baragarh,26.1,40.900000000000006,7,289.0,75.16
268,2003,5,Baragarh,29.4,43.1,3,235.0,75.16
269,2003,6,Baragarh,29.700000000000003,40.1,168,321.0,75.16
270,2003,7,Baragarh,24.700000000000003,30.9,417,640.0,75.16
271,2003,8,Baragarh,24.700000000000003,30.6,374,677.0,75.16
272,2003,9,Baragarh,23.3,30.3,268,536.0,75.16
273,2003,10,Baragarh,21.4,31.0,164,535.0,75.16
274,2003,11,Baragarh,16.2,29.200000000000003,1,550.0,75.16
275,2003,12,Baragarh,14.2,27.4,16,543.0,75.16
276,2004,1,Baragarh,12.7,27.4,33,272.0,75.16
277,2004,2,Baragarh,14.6,29.4,9,337.0,75.16
278,2004,3,Baragarh,21.1,36.5,1,339.0,75.16
279,2004,4,Baragarh,24.9,39.7,37,195.0,75.16
280,2004,5,Baragarh,29.1,42.7,10,273.0,75.16
281,2004,6,Baragarh,27.200000000000003,37.7,165,322.0,75.16
282,2004,7,Baragarh,24.5,30.8,300,460.0,75.16
283,2004,8,Baragarh,24.9,30.8,383,657.0,75.16
284,2004,9,Baragarh,24.6,31.5,197,559.0,75.16
285,2004,10,Baragarh,21.1,30.6,76,527.0,75.16
286,2004,11,Baragarh,15.7,28.8,0,393.0,75.16
287,2004,12,Baragarh,12.9,27.9,0,449.0,75.16
288,2005,1,Baragarh,13.7,28.4,22,382.0,75.16
289,2005,2,Baragarh,17.6,32.300000000000004,15,445.0,75.16
290,2005,3,Baragarh,21.5,36.9,36,492.0,75.16
291,2005,4,Baragarh,25.200000000000003,39.900000000000006,16,432.0,75.16
292,2005,5,Baragarh,29.0,42.6,24,327.0,75.16
293,2005,6,Baragarh,30.6,41.1,151,286.0,75.16
294,2005,7,Baragarh,24.9,31.1,325,414.0,75.16
295,2005,8,Baragarh,25.5,31.4,293,710.0,75.16
296,2005,9,Baragarh,23.8,31.6,430,837.0,75.16
297,2005,10,Baragarh,22.1,31.700000000000003,91,570.0,75.16
298,2005,11,Baragarh,15.0,28.0,0,533.0,75.16
299,2005,12,Baragarh,12.0,27.0,2,315.0,75.16
300,2006,1,Baragarh,13.4,28.1,0,234.0,75.16
301,2006,2,Baragarh,18.1,32.800000000000004,0,164.0,75.16
302,2006,3,Baragarh,19.6,35.0,61,200.0,75.16
303,2006,4,Baragarh,24.4,39.1,33,196.0,75.16
304,2006,5,Baragarh,26.6,40.3,42,185.0,75.16
305,2006,6,Baragarh,27.3,37.8,192,245.0,75.16
306,2006,7,Baragarh,25.1,31.4,496,563.0,75.16
307,2006,8,Baragarh,24.6,30.5,522,536.0,75.16
308,2006,9,Baragarh,24.200000000000003,31.200000000000003,319,435.0,75.16
309,2006,10,Baragarh,22.700000000000003,32.300000000000004,14,346.0,75.16
310,2006,11,Baragarh,17.1,30.1,7,474.0,75.16
311,2006,12,Baragarh,14.2,29.200000000000003,0,493.0,75.16
312,2007,1,Baragarh,14.1,28.8,0,237.0,75.16
313,2007,2,Baragarh,16.400000000000002,31.1,66,196.0,75.16
314,2007,3,Baragarh,20.1,35.5,10,236.0,75.16
315,2007,4,Baragarh,25.4,40.1,14,180.0,75.16
316,2007,5,Baragarh,27.5,41.1,17,157.0,75.16
317,2007,6,Baragarh,27.9,38.400000000000006,186,216.0,75.16
318,2007,7,Baragarh,25.5,31.700000000000003,280,564.0,75.16
319,2007,8,Baragarh,25.3,31.200000000000003,411,558.0,75.16
320,2007,9,Baragarh,23.700000000000003,30.700000000000003,380,528.0,75.16
321,2007,10,Baragarh,21.6,31.200000000000003,33,375.0,75.16
322,2007,11,Baragarh,16.2,29.200000000000003,1,269.0,75.16
323,2007,12,Baragarh,13.6,28.6,1,242.0,75.16
324,2008,1,Baragarh,13.9,28.5,26,180.0,75.16
325,2008,2,Baragarh,14.6,29.3,26,124.0,75.16
326,2008,3,Baragarh,20.700000000000003,36.1,22,114.0,75.16
327,2008,4,Baragarh,24.700000000000003,39.400000000000006,22,126.0,75.16
328,2008,5,Baragarh,29.0,42.6,28,125.0,75.16
329,2008,6,Baragarh,26.3,36.8,380,163.0,75.16
330,2008,7,Baragarh,25.0,31.200000000000003,332,536.0,75.16
331,2008,8,Baragarh,24.9,30.8,352,479.0,75.16
332,2008,9,Baragarh,24.0,30.9,346,341.0,75.16
333,2008,10,Baragarh,22.4,31.9,9,168.0,75.16
334,2008,11,Baragarh,16.900000000000002,29.9,0,236.0,75.16
335,2008,12,Baragarh,14.7,29.700000000000003,0,261.0,75.16
336,2009,1,Baragarh,15.9,30.6,2,151.0,75.16
337,2009,2,Baragarh,18.4,33.1,0,126.0,75.16
338,2009,3,Baragarh,21.3,36.8,8,142.0,75.16
339,2009,4,Baragarh,26.3,41.1,1,113.0,75.16
340,2009,5,Baragarh,28.0,41.6,33,144.0,75.16
341,2009,6,Baragarh,29.8,40.3,76,145.0,75.16
342,2009,7,Baragarh,24.700000000000003,31.0,495,301.0,75.16
343,2009,8,Baragarh,25.700000000000003,31.700000000000003,295,468.0,75.16
344,2009,9,Baragarh,25.1,32.0,242,360.0,75.16
345,2009,10,Baragarh,21.200000000000003,30.8,41,289.0,75.16
346,2009,11,Baragarh,16.6,29.6,4,222.0,75.16
347,2009,12,Baragarh,13.6,28.6,1,0.0,75.16
348,2010,1,Baragarh,12.7,27.3,13,98.0,75.16
349,2010,2,Baragarh,17.1,31.8,4,129.0,75.16
350,2010,3,Baragarh,22.700000000000003,38.1,13,141.0,75.16
351,2010,4,Baragarh,27.9,42.6,9,102.0,75.16
352,2010,5,Baragarh,28.700000000000003,42.3,38,98.0,75.16
353,2010,6,Baragarh,28.8,39.3,182,72.0,75.16
354,2010,7,Baragarh,25.200000000000003,31.5,386,237.0,75.16
355,2010,8,Baragarh,25.4,31.3,352,478.0,75.16
356,2010,9,Baragarh,24.6,31.6,393,275.0,75.16
357,2010,10,Baragarh,22.5,32.0,67,192.0,75.16
358,2010,11,Baragarh,18.3,31.3,9,120.0,75.16
359,2010,12,Baragarh,12.7,27.6,19,110.0,75.16
360,2011,1,Baragarh,12.4,27.1,0,62.0,75.16
361,2011,2,Baragarh,16.2,30.9,21,69.0,75.16
362,2011,3,Baragarh,21.200000000000003,36.6,1,60.0,75.16
363,2011,4,Baragarh,22.9,37.6,30,54.0,75.16
364,2011,5,Baragarh,28.700000000000003,42.400000000000006,37,48.0,75.16
365,2011,6,Baragarh,26.8,37.2,282,39.0,75.16
366,2011,7,Baragarh,25.4,31.700000000000003,334,114.0,75.16
367,2011,8,Baragarh,24.8,30.700000000000003,391,332.0,75.16
368,2011,9,Baragarh,23.8,30.8,378,177.0,75.16
369,2011,10,Baragarh,22.3,31.9,19,100.0,75.16
370,2011,11,Baragarh,16.400000000000002,29.4,0,115.0,75.16
371,2011,12,Baragarh,13.5,28.5,0,55.0,75.16
372,2012,1,Baragarh,13.2,27.9,41,42.0,75.16
373,2012,2,Baragarh,16.400000000000002,31.1,0,46.0,75.16
374,2012,3,Baragarh,20.700000000000003,36.1,1,29.0,75.16
375,2012,4,Baragarh,25.8,40.5,43,44.0,75.16
376,2012,5,Baragarh,29.5,43.1,10,24.0,75.16
377,2012,6,Baragarh,30.5,40.900000000000006,164,24.0,75.16
378,2012,7,Baragarh,24.9,31.200000000000003,559,88.0,75.16
379,2012,8,Baragarh,24.8,30.700000000000003,433,160.0,75.16
380,2012,9,Baragarh,24.1,31.0,290,142.0,75.16
381,2012,10,Baragarh,21.200000000000003,32.2,20,172.0,75.16
382,2012,11,Baragarh,16.0,29.0,12,108.0,75.16
383,2012,12,Baragarh,13.4,28.4,0,66.0,75.16
384,2013,1,Baragarh,13.7,28.3,1,25.0,75.16
385,2013,2,Baragarh,16.3,31.0,8,15.0,75.16
386,2013,3,Baragarh,20.700000000000003,36.1,7,17.0,75.16
387,2013,4,Baragarh,25.200000000000003,39.0,40,13.0,75.16
388,2013,5,Baragarh,29.5,41.6,16,15.0,75.16
389,2013,6,Baragarh,25.6,36.6,307,25.0,75.16
390,2013,7,Baragarh,24.3,30.9,349,231.0,75.16
391,2013,8,Baragarh,24.5,30.8,272,276.0,75.16
392,2013,9,Baragarh,24.5,31.700000000000003,288,170.0,75.16
393,2013,10,Baragarh,22.4,30.8,147,85.0,75.16
394,2013,11,Baragarh,14.8,29.8,0,60.0,75.16
395,2013,12,Baragarh,13.5,27.6,0,49.0,75.16
396,2003,1,Bhadrak,13.8,26.4,0,50.0,83.25
397,2003,2,Bhadrak,18.1,30.8,24,73.0,83.25
398,2003,3,Bhadrak,20.9,33.7,45,86.0,83.25
399,2003,4,Bhadrak,25.5,37.6,13,86.0,83.25
400,2003,5,Bhadrak,27.200000000000003,37.7,44,139.0,83.25
401,2003,6,Bhadrak,26.9,35.2,342,94.0,83.25
402,2003,7,Bhadrak,26.0,31.8,310,89.0,83.25
403,2003,8,Bhadrak,26.3,31.8,367,122.0,83.25
404,2003,9,Bhadrak,25.8,31.8,274,111.0,83.25
405,2003,10,Bhadrak,23.5,30.6,500,102.0,83.25
406,2003,11,Bhadrak,18.3,29.1,25,140.0,83.25
407,2003,12,Bhadrak,14.7,26.1,26,54.0,83.25
408,2004,1,Bhadrak,14.0,26.6,7,28.0,83.25
409,2004,2,Bhadrak,17.0,29.700000000000003,4,37.0,83.25
410,2004,3,Bhadrak,22.4,35.2,7,70.0,83.25
411,2004,4,Bhadrak,24.8,36.9,116,96.0,83.25
412,2004,5,Bhadrak,26.9,37.4,54,101.0,83.25
413,2004,6,Bhadrak,25.9,34.2,171,74.0,83.25
414,2004,7,Bhadrak,25.9,31.700000000000003,191,180.0,83.25
415,2004,8,Bhadrak,25.8,31.3,321,193.0,83.25
416,2004,9,Bhadrak,25.8,31.700000000000003,291,56.0,83.25
417,2004,10,Bhadrak,22.8,29.9,300,43.0,83.25
418,2004,11,Bhadrak,18.0,28.8,0,36.0,83.25
419,2004,12,Bhadrak,15.3,27.9,0,65.0,83.25
420,2005,1,Bhadrak,15.0,27.6,21,50.0,83.25
421,2005,2,Bhadrak,18.5,31.3,0,40.0,83.25
422,2005,3,Bhadrak,22.200000000000003,35.0,72,132.0,83.25
423,2005,4,Bhadrak,24.8,36.9,60,52.0,83.25
424,2005,5,Bhadrak,26.5,37.0,106,50.0,83.25
425,2005,6,Bhadrak,27.6,35.9,183,48.0,83.25
426,2005,7,Bhadrak,25.700000000000003,31.5,286,46.0,83.25
427,2005,8,Bhadrak,26.3,31.8,309,96.0,83.25
428,2005,9,Bhadrak,25.200000000000003,32.0,502,67.0,83.25
429,2005,10,Bhadrak,23.1,30.200000000000003,278,51.0,83.25
430,2005,11,Bhadrak,17.400000000000002,28.3,0,41.0,83.25
431,2005,12,Bhadrak,14.6,27.3,0,41.0,83.25
432,2006,1,Bhadrak,14.9,27.5,0,13.0,83.25
433,2006,2,Bhadrak,19.4,32.1,0,25.0,83.25
434,2006,3,Bhadrak,21.8,34.6,24,165.0,83.25
435,2006,4,Bhadrak,24.700000000000003,36.7,33,46.0,83.25
436,2006,5,Bhadrak,26.0,36.6,138,51.0,83.25
